Price[1000Eur],City,Brand,Body,1000Km,Power[HP],Year,Gas,Transmission,Seller,Owners,Warranty
25.87,1,7,1,49.55,150,7,0,1,0,0,2
26.87,1,7,1,41.446999999999996,190,6,1,0,0,0,2
26.49,1,7,1,10.8,131,9,0,1,0,0,2
25.33,1,7,1,40.673,150,8,1,0,0,0,0
27.87,1,7,1,5.593,131,9,0,1,0,0,0
26.87,1,7,1,22.616999999999997,150,7,0,0,0,0,2
26.49,1,7,1,35.9,150,6,0,0,0,0,2
29.499000000000002,1,7,1,65.0,150,5,0,0,1,0,2
27.27,1,7,1,54.815,190,6,0,0,0,0,2
25.97,1,7,1,29.381,150,7,0,1,0,0,2
26.0,1,7,1,94.81,190,4,1,0,1,1,2
26.67,1,7,1,22.729,150,7,1,1,0,0,2
25.47,1,7,1,48.422,150,7,0,1,0,0,2
29.72,1,7,1,26.13,150,8,1,1,0,0,0
28.17,1,7,1,41.446999999999996,190,6,1,0,0,0,2
27.97,1,7,1,22.729,150,7,1,1,0,0,2
25.27,1,7,1,29.381,150,7,0,1,0,0,2
25.88,1,7,1,9.276,110,9,0,1,0,0,2
29.87,1,7,1,20.791,150,8,1,0,0,0,2
28.999000000000002,1,7,1,191.497,177,5,1,1,0,0,2
25.89,1,7,1,8.129,116,9,1,1,0,0,2
28.17,1,7,1,22.616999999999997,150,7,0,0,0,0,2
27.4,1,7,1,53.5,150,6,0,0,1,1,2
25.9,1,7,1,168.5,150,6,1,0,1,0,2
26.49,1,7,1,16.6,131,9,0,1,0,0,2
29.87,1,7,1,33.953,150,8,0,1,0,0,2
25.49,1,7,1,6.9,110,9,0,1,0,0,2
25.95,1,7,1,34.9,184,5,1,0,0,0,0
25.87,1,7,1,32.81,150,7,1,1,0,0,2
27.86,1,7,1,9.972999999999999,131,9,0,1,0,0,0
26.37,1,7,1,47.192,150,7,1,0,0,0,2
27.93,1,7,1,19.86,131,8,0,1,0,0,2
26.99,1,7,1,2.0,110,9,0,1,0,0,0
26.99,1,7,1,2.0,110,9,0,1,0,0,0
27.99,1,7,1,19.989,218,7,2,0,0,0,0
28.5,1,7,1,10.3,122,8,1,1,1,0,2
27.55,1,7,1,36.5,150,8,1,0,0,0,2
29.49,1,7,1,13.2,131,9,0,1,0,0,2
29.393,1,7,1,0.1,131,10,0,1,0,0,0
25.17,1,7,1,49.964,150,7,1,0,0,0,2
25.87,1,7,1,48.468,190,6,1,0,0,0,2
26.16,1,7,1,89.545,190,6,1,0,0,0,0
25.44,1,7,1,18.3,150,6,0,1,0,0,2
25.7,1,7,1,48.0,102,7,1,0,1,1,2
26.99,1,7,1,0.05,110,9,0,1,0,0,0
29.44,1,7,1,9.3,150,9,0,1,0,0,2
26.455,1,7,1,72.295,150,8,1,0,0,0,2
26.88,1,7,1,29.816999999999997,156,7,2,0,0,0,1
29.8,1,7,1,23.5,131,9,0,0,0,0,2
25.899,1,7,1,59.43,150,7,1,1,0,0,1
29.99,1,7,1,21.5,150,9,1,0,0,0,2
29.99,1,7,1,21.956999999999997,150,9,1,0,0,0,0
26.9,1,7,1,93.678,150,6,1,1,0,0,0
26.4,1,7,1,24.999000000000002,102,8,1,1,0,1,0
28.95,1,7,1,7.5,150,9,0,1,0,0,2
25.47,1,7,1,13.072000000000001,116,7,1,1,0,0,0
29.99,1,7,1,25.1,150,9,1,0,0,0,2
25.57,1,7,1,38.262,150,7,1,1,0,0,2
27.95,1,7,1,24.885,150,7,0,1,0,0,2
28.9,1,7,1,11.425,150,9,0,1,0,0,1
26.87,1,7,1,21.932,156,7,2,0,0,0,2
26.599,1,7,1,85.955,190,7,1,0,0,0,2
29.99,1,7,1,54.0,150,8,1,0,1,0,2
27.35,1,7,1,40.5,190,6,1,0,0,0,2
25.87,1,7,1,33.391,150,7,0,1,0,0,2
25.77,1,7,1,24.688000000000002,150,6,1,1,0,0,2
26.97,1,7,1,24.688000000000002,150,6,1,1,0,0,2
25.87,1,7,1,39.995,150,8,1,1,0,0,2
26.27,1,7,1,61.482,190,6,1,0,0,0,2
25.03,1,7,1,95.647,190,6,1,0,0,0,0
26.15,1,7,1,8.829,131,9,0,1,0,0,0
27.47,1,7,1,54.163000000000004,190,7,0,0,0,0,2
27.97,1,7,1,45.94,190,7,0,0,0,0,2
26.87,1,7,1,9.226,116,9,1,1,0,0,0
26.5,1,7,1,43.4,150,8,1,0,0,1,2
27.8,1,7,1,127.6,150,4,1,0,0,0,2
26.87,1,7,1,38.262,150,7,1,1,0,0,2
25.87,1,7,1,35.689,150,7,1,1,0,0,2
26.27,1,7,1,46.312,150,7,1,0,0,0,2
28.27,1,7,1,25.0,150,9,1,0,0,1,2
26.29,1,7,1,18.4,110,9,0,1,0,0,2
27.17,1,7,1,53.913999999999994,190,7,0,0,0,0,2
26.17,1,7,1,48.526,190,6,0,0,0,0,2
27.67,1,7,1,55.545,190,7,0,0,0,0,2
25.99,1,7,1,22.9,102,7,0,1,0,0,0
26.67,1,7,1,45.94,190,7,0,0,0,0,2
27.39,1,7,1,18.709,150,6,0,0,0,0,2
25.67,1,7,1,61.243,190,7,0,0,0,0,2
25.75,1,7,1,8.8,110,9,0,1,0,0,2
26.77,1,7,1,55.025,190,6,1,0,0,0,2
26.79,1,7,1,45.461000000000006,150,7,1,0,0,0,0
29.2,1,7,1,9.396,150,9,0,1,0,0,0
26.27,1,7,1,35.964,150,6,0,1,0,0,2
27.57,1,7,1,28.374000000000002,150,6,0,1,0,0,2
28.87,1,7,1,72.0,190,7,1,0,0,0,2
25.67,1,7,1,61.132,190,7,0,0,0,0,2
27.57,1,7,1,35.964,150,6,0,1,0,0,2
29.86,1,7,1,7.537999999999999,150,9,0,1,0,0,0
27.35,1,7,1,9.28,110,9,0,1,0,0,0
27.87,1,7,1,8.318,116,9,1,1,0,0,1
25.97,1,7,1,66.225,190,5,1,0,0,0,2
25.97,1,7,1,42.816,150,7,0,0,0,0,2
27.67,1,7,1,61.201,190,6,1,0,0,0,2
27.17,1,7,1,32.81,150,7,1,1,0,0,2
27.97,1,7,1,74.70100000000001,200,8,1,0,0,0,0
29.98,1,7,1,25.311,125,3,0,1,0,1,1
25.48,1,7,1,103.205,190,6,1,0,0,0,2
28.99,1,7,1,35.695,218,7,2,0,0,0,0
25.27,1,7,1,62.766999999999996,190,6,1,0,0,0,2
26.37,1,7,1,59.483999999999995,190,7,0,0,0,0,2
26.37,1,7,1,15.739,150,7,0,0,0,0,2
27.88,1,7,1,11.5,218,7,2,0,0,0,2
27.45,1,7,1,85.241,190,5,1,0,0,1,2
27.87,1,7,1,20.936999999999998,150,8,0,1,0,0,2
27.97,1,7,1,55.025,190,6,1,0,0,0,2
27.67,1,7,1,42.425,150,7,1,0,0,0,2
27.17,1,7,1,48.468,190,6,1,0,0,0,2
25.87,1,7,1,62.11,184,6,1,0,0,0,2
27.79,1,7,1,84.0,150,6,1,0,1,0,2
29.87,1,7,1,37.111999999999995,190,6,1,0,0,0,2
27.67,1,7,1,53.284,190,6,0,0,0,0,2
27.72,1,7,1,51.0,190,6,1,0,0,0,0
26.87,1,7,1,41.534,150,7,1,0,0,0,2
28.17,1,7,1,38.994,190,7,0,0,0,0,2
28.66,1,7,1,19.45,102,9,1,1,0,0,1
29.999000000000002,1,7,1,83.0,300,3,0,0,1,1,2
26.27,1,7,1,66.452,184,6,1,0,0,0,2
28.99,1,7,1,32.242,218,7,2,0,0,0,0
29.49,1,7,1,46.36600000000001,184,7,1,0,0,0,0
28.17,1,7,1,26.3,150,7,1,1,0,0,2
25.4,1,7,1,18.999000000000002,102,8,1,1,0,1,0
25.67,1,7,1,61.836999999999996,190,6,0,0,0,0,2
25.97,1,7,1,44.84,190,6,1,0,0,0,2
29.95,1,7,1,20.99,150,7,0,0,0,0,2
28.37,1,7,1,58.585,150,7,1,0,0,0,2
25.92,1,7,1,17.2,116,9,1,1,0,0,0
25.67,1,7,1,26.691,150,7,0,0,0,0,2
25.67,1,7,1,49.986999999999995,150,7,1,0,0,0,2
26.37,1,7,1,53.284,190,6,0,0,0,0,2
26.97,1,7,1,62.11,184,6,1,0,0,0,2
27.77,1,7,1,45.324,190,7,0,0,0,0,2
27.37,1,7,1,44.84,190,6,1,0,0,0,2
26.77,1,7,1,51.455,150,6,0,0,0,0,2
27.17,1,7,1,39.995,150,8,1,1,0,0,2
27.82,1,7,1,77.743,156,7,2,0,0,0,0
28.88,1,7,1,16.09,131,8,0,0,0,0,2
29.98,1,7,1,42.532,190,7,1,0,0,0,2
28.37,1,7,1,40.373000000000005,190,7,0,0,0,0,2
25.47,1,7,1,51.455,150,6,0,0,0,0,2
29.87,1,7,1,21.988000000000003,150,7,0,0,0,0,2
27.47,1,7,1,42.898999999999994,190,7,0,0,0,0,2
26.97,1,7,1,61.836999999999996,190,6,0,0,0,0,2
25.87,1,7,1,45.195,150,6,0,1,0,0,2
27.75,1,7,1,73.08,184,6,1,0,0,0,2
26.67,1,7,1,49.994,150,6,1,0,0,0,2
26.58,1,7,1,6.212999999999999,110,9,0,1,0,0,2
25.37,1,7,1,49.994,150,6,1,0,0,0,2
27.47,1,7,1,48.526,190,6,0,0,0,0,2
25.49,1,7,1,43.835,150,6,1,0,0,1,0
28.95,1,7,1,62.3,190,5,1,0,0,0,0
27.37,1,7,1,44.92,190,6,0,0,0,0,2
28.67,1,7,1,21.988000000000003,150,7,0,0,0,0,2
28.27,1,7,1,39.234,190,6,1,0,0,0,2
26.87,1,7,1,43.472,150,6,0,0,0,0,2
27.67,1,7,1,59.483999999999995,190,7,0,0,0,0,2
29.27,1,7,1,47.595,190,7,0,0,0,0,2
27.57,1,7,1,15.739,150,7,0,0,0,0,2
25.17,1,7,1,51.193999999999996,150,6,1,0,0,0,2
29.95,1,7,1,18.9,150,8,0,1,0,0,2
26.99,1,7,1,42.816,150,7,0,0,0,0,2
26.77,1,7,1,57.443999999999996,190,7,0,0,0,0,2
27.92,1,7,1,34.2,150,8,1,1,0,0,0
25.17,1,7,1,26.625,150,7,0,0,0,0,2
27.72,1,7,1,51.0,190,6,1,0,0,0,0
26.66,1,7,1,44.0,150,7,0,0,0,0,2
28.79,1,7,1,28.166,150,8,1,0,0,0,2
25.45,1,7,1,70.96,150,8,0,0,0,0,2
29.57,1,7,1,39.234,190,6,1,0,0,0,2
26.247,1,7,1,9.53,110,9,0,1,0,0,2
25.95,1,7,1,43.9,150,6,0,0,0,1,2
25.87,1,7,1,50.714,150,7,0,1,0,0,2
26.42,1,7,1,40.884,218,7,2,0,0,0,0
25.97,1,7,1,57.541000000000004,150,6,0,0,0,0,2
29.89,1,7,1,26.713,131,9,0,1,0,0,0
26.87,1,7,1,35.382,150,7,0,0,0,0,2
31.044,1,7,1,0.006,131,10,0,1,0,0,2
31.044,1,7,1,0.005,131,10,0,1,0,0,2
31.044,1,7,1,0.006999999999999999,131,10,0,1,0,0,2
31.044,1,7,1,0.006,131,10,0,1,0,0,2
31.044,1,7,1,0.006999999999999999,131,10,0,1,0,0,2
38.12,1,7,1,31.144000000000002,272,7,0,0,0,0,0
35.69,1,7,1,43.346000000000004,272,6,0,0,0,1,2
31.98,1,7,1,0.01,150,9,2,0,0,0,2
35.95,1,7,1,0.009000000000000001,150,10,0,0,0,0,0
36.6,1,7,1,41.5,114,8,0,1,0,2,0
32.49,1,7,1,0.01,150,10,1,1,0,0,2
31.99,1,7,1,0.01,150,10,1,1,0,0,2
33.5,1,7,1,0.237,204,9,2,0,1,0,2
34.999,1,7,1,19.9,150,8,0,0,0,0,0
31.49,1,7,1,9.5,150,9,1,0,0,0,2
31.95,1,7,1,6.5,150,9,0,1,0,0,2
31.87,1,7,1,15.034,190,7,1,0,0,0,2
30.82,1,7,1,25.5,218,8,2,0,0,0,0
33.49,1,7,1,24.85,200,7,1,0,0,0,0
30.17,1,7,1,12.671,150,7,1,0,0,0,2
32.98,1,7,1,58.412,239,7,1,0,0,0,2
31.17,1,7,1,20.791,150,8,1,0,0,0,2
32.48,1,7,1,28.205,150,9,1,0,0,0,0
32.95,1,7,1,20.48,150,9,1,1,0,0,2
32.5,1,7,1,17.9,150,8,0,0,0,0,0
30.87,1,7,1,22.316999999999997,156,8,2,0,0,0,2
31.46,1,7,1,15.99,150,9,1,0,0,0,2
34.599000000000004,1,7,1,40.1,150,8,1,0,1,0,2
36.98,1,7,1,14.99,150,8,1,0,0,0,0
38.95,1,7,1,32.0,200,7,1,0,0,0,2
31.98,1,7,1,15.5,150,9,0,1,0,0,2
35.95,1,7,1,17.3,150,9,0,0,0,0,0
30.17,1,7,1,20.663,150,7,1,0,0,0,2
31.39,1,7,1,0.01,150,10,0,1,0,0,0
31.48,1,7,1,17.8,150,9,1,0,0,0,2
35.85,1,7,1,10.6,190,9,0,0,0,0,2
31.75,1,7,1,8.1,150,9,0,1,0,0,2
31.99,1,7,1,77.275,190,7,1,0,0,0,0
37.6,1,7,1,21.6,200,9,1,0,0,0,2
37.99,1,7,1,9.99,150,10,0,0,0,0,2
32.5,1,7,1,29.0,122,8,1,1,1,1,2
37.9,1,7,1,25.2,200,8,1,0,0,0,2
30.25,1,7,1,13.25,114,9,0,1,0,0,0
36.99,1,7,1,0.05,131,10,0,0,0,0,0
30.9,1,7,1,44.85,218,6,2,0,0,0,1
30.99,1,7,1,51.998000000000005,150,8,1,0,0,0,0
39.499,1,7,1,32.2,156,8,2,0,0,1,0
32.75,1,7,1,48.0,156,5,2,0,1,0,2
36.92,1,7,1,35.403,218,7,2,0,0,0,0
30.999000000000002,1,7,1,88.488,156,7,2,0,0,0,1
31.95,1,7,1,25.5,150,9,1,1,0,0,2
31.9,1,7,1,66.0,190,7,1,0,0,0,2
33.82,1,7,1,31.808000000000003,150,8,1,0,0,0,0
33.99,1,7,1,38.841,150,9,1,0,0,0,0
34.9,1,7,1,65.0,200,8,1,0,1,1,2
30.87,1,7,1,40.896,190,6,1,0,0,0,2
33.99,1,7,1,15.0,150,9,0,1,0,0,2
32.15,1,7,1,13.71,131,8,0,0,0,0,1
30.98,1,7,1,27.468000000000004,150,8,0,0,0,0,1
32.49,1,7,1,14.327,150,9,0,1,0,0,0
32.9,1,7,1,17.8,156,7,2,0,0,0,2
30.48,1,7,1,19.9,150,9,0,1,0,0,2
34.7,1,7,1,7.085,122,8,1,0,0,0,0
31.846999999999998,1,7,1,31.909000000000002,190,7,1,0,0,0,2
32.899,1,7,1,52.3,190,6,1,0,0,0,1
39.95,1,7,1,37.9,272,7,0,0,0,1,2
31.747,1,7,1,4.584,150,9,0,1,0,0,2
32.37,1,7,1,42.042,239,6,1,0,0,0,2
30.8,1,7,1,56.0,272,6,0,0,0,0,0
30.68,1,7,1,17.6,150,9,0,0,0,0,2
35.39,1,7,1,34.531,200,8,1,0,0,0,2
38.95,1,7,1,36.36,150,8,1,0,0,0,2
36.93,1,7,1,24.1,200,8,1,0,0,0,2
39.999,1,7,1,24.1,156,8,2,0,0,1,0
31.95,1,7,1,32.71,300,6,0,0,0,0,2
31.32,1,7,1,26.2,150,9,1,1,0,0,0
33.99,1,7,1,62.041000000000004,190,7,1,0,0,0,0
32.84,1,7,1,25.169,150,8,0,0,0,0,2
34.488,1,7,1,0.01,150,10,1,0,0,0,2
35.97,1,7,1,33.94,272,6,0,0,0,0,2
34.87,1,7,1,33.94,272,6,0,0,0,0,2
37.88,1,7,1,1.056,110,10,1,1,0,0,2
30.87,1,7,1,44.868,239,6,1,0,0,0,2
35.1,1,7,1,48.0,310,4,0,0,1,2,2
37.39,1,7,1,9.763,190,9,0,0,0,0,0
32.9,1,7,1,2.8,156,7,2,0,0,0,2
33.199,1,7,1,93.666,239,4,1,0,0,1,0
34.55,1,7,1,25.9,150,9,1,0,0,0,2
37.38,1,7,1,38.760999999999996,190,7,1,0,0,0,2
33.99,1,7,1,27.226,150,9,1,0,0,0,1
32.32,1,7,1,16.1,150,9,1,1,0,0,0
35.45,1,7,1,12.915,150,9,1,0,0,0,1
33.62,1,7,1,25.8,200,7,1,0,0,0,2
32.43,1,7,1,70.182,239,6,1,0,0,1,2
31.9,1,7,1,25.0,150,9,1,1,0,0,0
31.55,1,7,1,29.99,150,7,0,0,0,0,2
37.39,1,7,1,8.779,150,9,1,1,0,0,0
32.27,1,7,1,41.033,239,6,1,0,0,0,2
32.4,1,7,1,30.2,150,9,0,0,0,0,1
35.99,1,7,1,39.989000000000004,200,8,1,0,0,0,0
34.97,1,7,1,28.728,272,6,0,0,0,0,2
34.999,1,7,1,33.0,150,6,1,0,1,1,2
33.57,1,7,1,41.033,239,6,1,0,0,0,2
34.75,1,7,1,21.4,300,6,0,0,0,0,1
36.27,1,7,1,28.728,272,6,0,0,0,0,2
36.28,1,7,1,12.972999999999999,150,9,0,0,0,0,0
30.97,1,7,1,16.37,150,7,1,0,0,0,2
31.92,1,7,1,23.0,150,9,1,1,0,0,0
32.42,1,7,1,15.0,150,9,1,1,0,0,0
34.37,1,7,1,51.365,239,6,1,0,0,0,2
31.445999999999998,1,7,1,4.2,116,9,1,0,0,0,0
39.446999999999996,1,7,1,49.75,200,7,1,0,0,0,0
34.986999999999995,1,7,1,7.917999999999999,150,9,1,0,0,0,1
30.94,1,7,1,57.382,190,7,1,0,0,0,2
32.77,1,7,1,90.5,220,4,0,0,0,0,2
34.92,1,7,1,13.8,150,9,1,0,0,0,0
38.76,1,7,1,10.61,150,9,0,0,0,0,2
39.98,1,7,1,23.0,150,9,1,0,0,0,2
31.44,1,7,1,9.2,131,9,0,0,0,0,2
34.8,1,7,1,31.642,150,9,1,0,0,0,0
31.77,1,7,1,29.9,156,8,2,0,0,1,1
33.988,1,7,1,17.079,150,9,1,0,0,0,2
36.99,1,7,1,30.8,200,8,1,0,0,0,2
35.785,1,7,1,15.5,150,9,0,0,0,0,0
33.74,1,7,1,25.85,218,8,2,0,0,0,2
30.95,1,7,1,68.49,190,5,1,0,0,0,2
30.37,1,7,1,11.02,122,9,1,1,0,0,1
34.67,1,7,1,68.09899999999999,239,7,1,0,0,0,2
30.17,1,7,1,21.74,150,7,1,0,0,0,2
38.49,1,7,1,20.152,150,9,0,0,0,0,0
34.69,1,7,1,18.95,150,8,1,0,0,0,2
32.2,1,7,1,21.84,272,6,0,0,0,1,2
30.45,1,7,1,30.0,150,7,1,0,0,1,0
34.446999999999996,1,7,1,37.086,190,7,1,0,0,0,2
30.746,1,7,1,25.6,150,8,1,0,0,0,0
34.82,1,7,1,36.8,239,7,1,0,0,0,0
32.42,1,7,1,30.0,150,8,1,0,0,0,0
34.89,1,7,1,20.058,200,8,1,0,0,0,2
31.9,1,7,1,11.98,122,9,1,1,0,0,1
31.27,1,7,1,38.433,190,6,1,0,0,0,2
30.989,1,7,1,8.805,131,9,0,1,0,0,1
39.95,1,7,1,22.24,190,7,1,0,0,0,2
30.45,1,7,1,42.566,150,8,1,0,0,0,2
34.287,1,7,1,8.65,122,9,1,1,0,0,0
33.24,1,7,1,68.539,200,8,1,0,0,0,2
31.899,1,7,1,94.09,239,7,1,0,0,0,1
35.97,1,7,1,26.97,200,9,1,0,0,0,1
30.6,1,7,1,12.95,102,9,1,1,0,0,0
31.77,1,7,1,34.317,272,6,0,0,0,0,1
32.95,1,7,1,10.8,102,9,1,1,0,0,0
33.89,1,7,1,41.956,200,8,1,0,0,0,2
38.13,1,7,1,23.476999999999997,150,9,1,0,0,0,2
32.42,1,7,1,17.6,150,9,1,1,0,0,0
32.745,1,7,1,36.6,150,8,1,0,0,0,0
34.347,1,7,1,49.13,200,8,1,0,0,0,2
31.877,1,7,1,28.351,150,8,1,0,0,0,1
35.24,1,7,1,25.531999999999996,150,9,0,0,0,0,2
37.82,1,7,1,49.156000000000006,272,7,0,0,0,0,0
31.688000000000002,1,7,1,0.01,150,10,1,1,0,0,2
31.89,1,7,1,23.525,150,8,0,1,0,0,1
33.32,1,7,1,28.6,150,8,1,0,0,0,0
35.38,1,7,1,21.68,150,8,1,0,0,0,1
36.283,1,7,1,23.75,102,9,1,1,0,0,2
34.94,1,7,1,24.745,150,9,0,0,0,0,2
35.76,1,7,1,16.316,150,8,1,0,0,0,1
33.539,1,7,1,28.374000000000002,200,8,1,0,0,1,1
33.95,1,7,1,8.4,150,9,0,1,0,0,2
30.9,1,7,1,63.45,190,6,1,0,0,0,1
33.36,1,7,1,36.9,190,6,1,0,0,0,2
30.88,1,7,1,27.678,150,8,1,0,0,0,2
33.77,1,7,1,8.97,122,9,1,1,0,1,1
33.99,1,7,1,35.0,150,8,0,0,0,1,2
34.95,1,7,1,17.3,150,8,0,0,0,0,2
37.68,1,7,1,3.9,150,10,0,0,0,0,2
31.877,1,7,1,28.295,150,8,1,0,0,0,1
35.67,1,7,1,97.11,177,6,1,0,0,0,2
33.9,1,7,1,12.198,150,8,0,0,0,0,1
37.97,1,7,1,0.03,190,9,0,0,0,0,0
33.36,1,7,1,36.9,190,6,1,0,0,0,2
32.72,1,7,1,24.0,122,8,1,0,0,0,2
35.43,1,7,1,27.829,200,8,1,0,0,0,2
34.82,1,7,1,36.8,239,7,1,0,0,0,0
33.888000000000005,1,7,1,0.01,150,10,0,0,0,0,2
37.82,1,7,1,19.194000000000003,272,8,0,0,0,0,0
39.88,1,7,1,27.0,200,8,1,0,0,0,2
32.34,1,7,1,18.4,150,8,0,0,0,0,2
35.9,1,7,1,11.17,122,9,1,1,0,0,2
39.55,1,7,1,26.9,200,9,1,0,0,1,2
36.99,1,7,1,14.263,150,8,1,0,0,0,2
36.95,1,7,1,38.9,200,8,1,0,0,0,2
37.95,1,7,1,8.84,150,6,1,0,0,0,2
38.99,1,7,1,0.008,150,10,0,0,0,0,2
39.977,1,7,1,20.038,150,8,1,0,0,0,1
31.17,1,7,1,29.998,150,7,1,0,0,0,2
33.33,1,7,1,19.498,131,9,0,0,0,0,2
39.9,1,7,1,7.0520000000000005,122,9,1,1,0,0,1
33.64,1,7,1,8.362,150,9,0,1,0,0,2
31.53,1,7,1,16.0,150,9,0,1,0,0,0
36.34,1,7,1,19.0,190,9,0,0,0,0,0
42.45,1,7,1,18.68,218,8,2,0,0,0,0
40.399,1,7,1,9.99,190,9,0,0,0,0,1
42.96,1,7,1,5.0,150,10,0,0,0,0,1
41.85,1,7,1,8.05,190,9,0,0,0,0,2
42.88,1,7,1,1.056,150,10,1,1,0,0,2
47.99,1,7,1,33.0,150,7,1,0,1,1,2
40.99,1,7,1,44.2,200,8,1,0,0,0,1
40.94,1,7,1,46.336000000000006,200,9,1,0,0,0,2
40.99,1,7,1,0.008,150,10,0,0,0,0,2
43.97,1,7,1,8.97,200,9,1,0,0,0,1
42.55,1,7,1,11.9,218,9,2,0,0,0,2
46.99,1,7,1,1.5919999999999999,200,10,1,0,0,0,2
41.99,1,7,1,9.3,200,9,1,0,0,0,2
42.55,1,7,1,13.9,218,9,2,0,0,0,2
49.86,1,7,1,18.8,320,9,0,0,0,0,2
46.42,1,7,1,4.0,150,10,1,0,0,0,1
48.99,1,7,1,16.997,110,8,1,1,0,0,1
40.99,1,7,1,12.138,110,9,1,1,0,0,2
42.2,1,7,1,24.63,239,7,1,0,0,0,2
43.21,1,7,1,0.15,110,9,1,1,0,0,2
47.93,1,7,1,18.624000000000002,200,9,1,0,0,0,2
48.88,1,7,1,6.5,320,9,0,0,0,0,2
40.84,1,7,1,28.336,280,7,0,0,0,0,2
47.5,1,7,1,84.035,204,4,1,0,0,0,1
47.5,1,7,1,84.035,204,4,1,0,0,0,1
40.95,1,7,1,9.8,200,9,1,0,0,0,0
41.99,1,7,1,11.8,150,9,1,0,0,0,2
40.361999999999995,1,7,1,12.872,150,9,1,0,0,0,0
43.98,1,7,1,0.01,150,10,1,1,0,0,0
42.68,1,7,1,29.9,200,8,1,0,0,0,2
45.088,1,7,1,0.01,200,10,1,0,0,0,2
41.89,1,7,1,57.8,200,8,1,0,0,0,0
41.97,1,7,1,20.985,200,9,1,0,0,0,1
45.55,1,7,1,24.995,200,8,1,0,0,0,2
47.72,1,7,1,40.0,320,8,0,0,0,0,0
41.92,1,7,1,28.3,200,9,1,0,0,0,2
44.39,1,7,1,18.684,150,9,1,0,0,0,0
40.63,1,7,1,31.8,200,8,1,0,0,0,2
40.63,1,7,1,31.8,200,8,1,0,0,0,2
49.84,1,7,1,11.9,320,9,0,0,0,0,2
42.82,1,7,1,27.0,200,9,1,0,0,0,0
48.92,1,7,1,19.4,320,8,0,0,0,1,0
49.99,1,7,1,36.9,200,8,1,0,0,0,2
43.93,1,7,1,17.839000000000002,200,9,1,0,0,0,0
45.66,1,7,1,27.0,200,9,1,0,0,0,2
49.946999999999996,1,7,1,21.45,156,9,2,0,0,0,0
47.95,1,7,1,7.0,218,9,2,0,0,1,2
44.42,1,7,1,5.0,200,9,1,0,0,0,1
43.6,1,7,1,47.571999999999996,239,7,1,0,0,0,1
48.8,1,7,1,85.2,150,6,1,0,0,0,1
48.8,1,7,1,85.2,150,6,1,0,0,0,1
43.95,1,7,1,1.96,190,9,0,0,0,0,2
44.43,1,7,1,17.4,190,9,0,0,0,0,2
42.9,1,7,1,0.05,190,9,0,0,0,0,2
46.75,1,7,1,37.158,200,9,1,0,0,0,2
44.45,1,7,1,22.53,218,8,2,0,0,0,2
43.9,1,7,1,14.607000000000001,200,8,1,0,0,0,1
43.989,1,7,1,34.47,200,8,1,0,0,0,1
47.49,1,7,1,7.23,200,9,1,0,0,0,0
47.998000000000005,1,7,1,19.2,200,8,1,0,0,1,0
45.98,1,7,1,0.01,150,10,1,0,0,0,2
43.98,1,7,1,0.01,150,10,0,0,0,0,2
45.98,1,7,1,0.01,150,10,1,0,0,0,2
43.98,1,7,1,0.01,150,10,0,0,0,0,2
49.82,1,7,1,8.0,200,9,1,0,0,0,0
61.87,1,7,1,6.597,320,10,0,0,0,0,0
59.69,1,7,1,0.1,200,10,1,1,0,0,1
52.995,1,7,1,11.9,200,10,1,0,0,0,0
58.761,1,7,1,1.111,150,10,1,0,0,0,0
53.68,1,7,1,38.5,150,8,1,1,0,0,2
54.89,1,7,1,9.9,200,10,1,0,0,0,0
50.49,1,7,1,9.9,200,9,1,0,0,0,0
55.59,1,7,1,6.9,200,10,1,0,0,0,2
51.0,1,7,1,0.1,150,10,0,0,1,0,2
53.93,1,7,1,19.457,200,9,1,0,0,0,2
53.85,1,7,1,6.99,200,9,1,0,0,0,1
58.4,1,7,1,114.675,199,7,1,0,0,0,1
52.95,1,7,1,2.17,200,8,1,0,0,0,2
52.88,1,7,1,1.025,320,9,0,0,0,0,2
69.99,1,7,1,0.05,150,9,1,0,0,0,2
59.82,1,7,1,1.25,200,10,1,0,0,0,1
69.99,1,7,1,7.0,150,9,1,0,0,0,2
51.35,1,7,1,8.0,190,9,0,0,0,0,0
53.98,1,7,1,2.5469999999999997,200,9,1,0,0,1,2
52.88,1,7,1,9.5,200,10,1,0,0,0,2
52.88,1,7,1,1.025,320,10,0,0,0,0,2
56.598,1,7,1,56.565,75,9,1,1,1,0,2
56.54,1,7,1,11.0,200,10,1,0,0,0,0
66.93,1,7,1,16.99,204,9,0,0,0,0,2
99.999,1,7,1,68.237,200,8,1,0,0,0,0
79.97,1,7,1,3.97,204,10,2,0,0,0,1
4.4,1,7,2,243.0,105,0,1,1,1,1,2
9.45,1,7,2,96.854,105,0,0,1,0,1,0
9.899,1,7,2,40.0,54,1,2,0,0,2,2
8.45,1,7,2,100.65,86,0,0,1,1,2,2
8.6,1,7,2,213.0,140,0,1,0,1,0,2
7.99,1,7,2,178.0,105,0,1,1,0,0,2
5.9,1,7,2,160.0,69,0,0,1,0,1,1
7.9,1,7,2,110.0,69,1,0,1,1,2,2
8.8,1,7,2,130.0,105,0,1,1,0,1,2
8.999,1,7,2,173.0,105,0,1,0,0,1,2
8.4,1,7,2,155.0,86,2,0,1,0,1,2
