Price[1000Eur],City,Brand,Body,1000Km,Power[HP],Year,Gas,Transmission,Seller,Owners,Warranty
48.898999999999994,1,3,1,27.713,194,9,1,0,0,0,1
40.99,1,3,1,1.138,194,10,0,0,0,0,2
49.998999999999995,1,3,1,8.69,292,9,2,0,0,0,2
46.99,1,3,1,12.29,292,9,2,0,0,0,0
45.99,1,3,1,0.1,218,10,2,0,0,0,2
45.99,1,3,1,3.99,218,10,2,0,0,1,2
45.99,1,3,1,0.1,218,10,2,0,0,0,2
43.88,1,3,1,25.345,292,8,2,0,0,0,2
41.44,1,3,1,0.3,310,10,0,0,0,0,2
41.0,1,3,1,52.0,204,6,1,0,1,0,2
40.95,1,3,1,43.0,190,8,1,0,0,0,1
45.4,1,3,1,83.505,450,0,0,0,0,0,0
40.9,1,3,1,38.0,190,7,1,0,0,0,1
40.39,1,3,1,35.38,224,8,0,0,0,0,1
42.998999999999995,1,3,1,29.979,265,6,1,0,0,1,0
42.15,1,3,1,0.01,190,10,2,0,0,0,1
44.85,1,3,1,42.162,200,9,1,0,0,0,0
42.96,1,3,1,5.0,150,10,0,0,0,0,1
49.9,1,3,1,39.41,367,6,0,0,0,1,1
47.49,1,3,1,30.101,292,8,2,0,0,0,1
44.89,1,3,1,8.637,200,9,1,0,0,0,2
43.39,1,3,1,31.985,286,6,1,0,0,1,0
49.96,1,3,1,33.666,347,6,1,0,0,0,1
49.99,1,3,1,2.0,177,10,1,0,0,0,2
40.49,1,3,1,43.718999999999994,303,6,2,0,0,0,1
46.59,1,3,1,146.0,349,7,1,0,0,0,2
43.99,1,3,1,0.05,150,10,1,1,0,0,2
46.59,1,3,1,146.0,349,7,1,0,0,0,2
49.455,1,3,1,2.427,169,10,0,0,0,0,2
40.45,1,3,1,52.1,292,7,2,0,1,0,2
47.9,1,3,1,0.01,163,10,1,0,0,0,2
49.9,1,3,1,12.5,204,9,1,0,0,0,2
44.49,1,3,1,17.541,258,7,0,0,0,0,1
47.9,1,3,1,79.0,190,5,1,0,1,0,2
46.5,1,3,1,17.06,204,9,1,0,1,0,2
43.89,1,3,1,53.716,265,7,1,0,0,2,1
44.9,1,3,1,63.724,457,1,0,0,0,0,2
40.039,1,3,1,23.941999999999997,150,9,0,0,0,0,2
41.99,1,3,1,123.8,340,6,0,0,0,0,2
40.997,1,3,1,106.0,286,6,1,0,0,0,0
48.8,1,3,1,152.636,560,1,0,0,0,1,2
42.5,1,3,1,16.8,204,8,1,0,1,0,2
46.9,1,3,1,24.0,204,8,1,0,1,0,2
44.4,1,3,1,89.999,450,1,0,0,0,1,0
46.98,1,3,1,0.05,204,10,1,0,0,0,2
48.45,1,3,1,34.202,185,8,1,0,1,0,2
40.5,1,3,1,42.911,194,7,2,0,1,1,2
48.5,1,3,1,89.0,252,4,0,0,1,1,2
41.5,1,3,1,19.0,178,9,0,0,1,0,2
44.95,1,3,1,23.5,144,8,1,1,0,0,2
42.96,1,3,1,120.0,326,2,1,0,0,1,1
41.9,1,3,1,28.0,184,8,2,0,0,1,0
47.5,1,3,1,71.5,510,3,0,0,1,0,2
45.248999999999995,1,3,1,56.99,231,6,1,0,0,1,2
40.45,1,3,1,29.296999999999997,204,8,0,0,0,0,2
44.5,1,3,1,19.0,170,8,1,1,1,0,2
42.22,1,3,1,59.574,286,6,2,0,0,0,0
44.9,1,3,1,101.906,487,0,0,0,0,2,2
44.9,1,3,1,0.8,258,0,1,0,0,0,2
46.3,1,3,1,63.0,190,5,1,0,1,1,2
48.68899999999999,1,3,1,20.058,204,9,1,0,0,0,2
42.45,1,3,1,37.75,200,9,1,0,0,0,0
45.869,1,3,1,51.05,231,6,1,0,0,1,2
46.5,1,3,1,8.014,150,9,1,0,1,0,2
48.9,1,3,1,53.2,163,8,1,0,0,0,1
49.9,1,3,1,17.0,204,8,1,0,1,1,2
40.68,1,3,1,49.268,204,8,1,0,0,0,2
49.99,1,3,1,0.05,144,10,1,1,0,0,2
49.998999999999995,1,3,1,25.0,204,9,1,0,1,1,2
42.45,1,3,1,37.992,200,9,1,0,0,0,0
49.9,1,3,1,4.1,245,9,0,0,1,0,2
45.8,1,3,1,152.315,560,0,0,0,0,1,2
44.0,1,3,1,84.4,190,4,1,0,1,1,2
47.5,1,3,1,130.0,190,2,1,0,1,2,2
47.68,1,3,1,41.126999999999995,245,6,0,0,0,0,2
40.64,1,3,1,26.2,150,9,1,0,0,0,1
41.4,1,3,1,36.73,194,9,1,0,0,0,1
47.99,1,3,1,33.0,150,7,1,0,1,1,2
43.2,1,3,1,96.0,450,4,0,0,1,0,2
41.85,1,3,1,8.05,190,9,0,0,0,0,2
43.0,1,3,1,37.0,200,8,1,0,1,1,2
41.76,1,3,1,33.806,204,8,1,0,0,0,2
44.64,1,3,1,69.707,204,6,1,0,0,0,2
43.498999999999995,1,3,1,0.14,170,10,0,0,0,0,1
49.379,1,3,1,27.02,204,9,1,0,0,0,2
41.4,1,3,1,34.46,194,9,1,0,0,0,1
41.79,1,3,1,0.059000000000000004,280,10,0,0,0,0,1
49.449,1,3,1,28.947,286,6,1,0,0,1,2
42.98,1,3,1,8.77,200,10,1,0,0,0,2
41.49,1,3,1,29.7,184,7,2,0,1,0,2
42.88,1,3,1,1.056,150,10,1,1,0,0,2
40.9,1,3,1,23.49,150,9,1,0,0,0,2
46.8,1,3,1,45.1,231,6,1,0,0,0,1
42.946999999999996,1,3,1,30.175,245,7,0,0,0,0,2
44.586999999999996,1,3,1,5.0,204,10,0,0,1,0,2
44.9,1,3,1,202.4,239,7,1,0,0,0,2
44.9,1,3,1,202.4,239,7,1,0,0,0,2
45.98,1,3,1,64.40899999999999,204,8,1,0,0,0,2
45.898999999999994,1,3,1,6.5,163,9,1,1,0,0,1
40.74,1,3,1,9.9,160,9,2,0,0,0,0
49.998999999999995,1,3,1,12.0,204,8,1,0,1,0,2
41.79,1,3,1,40.99,310,6,0,0,0,1,1
41.0,1,3,1,45.0,204,6,1,0,1,0,2
41.695,1,3,1,41.495,194,9,1,0,0,0,1
40.56,1,3,1,59.31100000000001,258,7,0,0,0,1,1
49.8,1,3,1,90.7,400,6,1,0,0,0,1
44.99,1,3,1,51.9,235,6,1,0,0,1,1
44.8,1,3,1,11.6,204,9,1,0,1,1,2
40.741,1,3,1,9.9,160,9,2,0,0,0,0
48.98,1,3,1,76.301,286,6,1,0,0,0,0
40.8,1,3,1,64.766,340,6,1,0,0,0,1
40.946999999999996,1,3,1,55.422,286,7,1,0,0,0,2
46.88,1,3,1,140.66299999999998,286,6,1,0,0,0,1
44.92,1,3,1,97.2,349,6,1,0,0,0,1
40.99,1,3,1,7.7,306,9,0,0,0,0,1
42.872,1,3,1,61.766000000000005,286,6,1,0,0,1,2
45.788999999999994,1,3,1,46.82,231,6,1,0,0,1,2
44.898999999999994,1,3,1,32.189,204,9,1,0,0,0,2
48.0,1,3,1,29.0,204,9,1,0,1,0,2
41.69,1,3,1,33.37,194,9,1,0,0,0,1
47.9,1,3,1,32.244,150,8,1,0,0,0,1
45.0,1,3,1,43.2,400,7,0,0,1,0,2
42.9,1,3,1,126.334,401,5,0,0,0,0,1
41.29,1,3,1,26.531,160,9,1,0,0,0,0
46.788999999999994,1,3,1,14.323,204,9,0,0,0,0,2
46.99,1,3,1,24.558000000000003,367,6,0,0,0,2,0
42.89,1,3,1,11.25,306,8,0,0,0,0,0
49.945,1,3,1,32.58,200,9,1,0,0,0,1
41.799,1,3,1,11.367,190,8,1,0,0,0,0
43.5,1,3,1,15.0,204,9,1,0,1,1,2
40.599000000000004,1,3,1,131.668,349,7,1,0,0,0,0
43.75,1,3,1,59.3,286,7,1,0,0,0,2
41.48,1,3,1,17.9,190,9,0,0,0,0,2
40.95,1,3,1,45.135,200,8,1,0,0,0,2
41.888999999999996,1,3,1,12.925,204,8,0,0,0,0,2
42.98,1,3,1,28.701999999999998,200,9,1,0,0,0,1
45.5,1,3,1,19.0,204,8,1,0,1,0,2
44.99,1,3,1,0.02,310,10,0,0,0,0,0
41.28,1,3,1,11.0,150,9,1,0,0,0,0
49.98,1,3,1,32.621,245,7,0,0,0,0,2
40.94,1,3,1,46.336000000000006,200,9,1,0,0,0,2
42.5,1,3,1,30.0,245,7,0,0,1,1,2
41.92,1,3,1,91.1,286,6,1,0,0,0,0
49.99,1,3,1,29.624000000000002,387,7,0,0,0,0,0
40.9,1,3,1,1.6030000000000002,194,10,0,0,0,0,2
41.49,1,3,1,12.8,190,9,1,0,0,0,0
46.442,1,3,1,16.9,150,9,0,0,0,0,0
44.9,1,3,1,27.479,292,9,2,0,0,0,1
40.99,1,3,1,0.008,150,10,0,0,0,0,2
43.99,1,3,1,62.905,231,6,1,0,0,1,0
41.438,1,3,1,69.98100000000001,286,8,1,0,0,0,2
42.61,1,3,1,24.500999999999998,200,9,1,0,0,0,2
46.99,1,3,1,1.5919999999999999,200,10,1,0,0,0,2
40.9,1,3,1,41.602,204,7,1,0,0,0,0
48.98,1,3,1,9.89,190,9,1,0,0,0,0
40.946999999999996,1,3,1,59.51,231,6,1,0,0,0,2
40.99,1,3,1,59.2,258,6,0,0,0,0,0
41.29,1,3,1,19.5,190,9,0,0,0,0,2
43.5,1,3,1,13.5,204,9,2,0,1,0,2
44.85,1,3,1,59.998000000000005,340,5,1,0,0,1,0
41.9,1,3,1,9.9,224,9,2,0,0,0,1
49.8,1,3,1,27.9,190,8,1,0,0,0,1
42.88,1,3,1,39.8,204,8,1,0,0,3,2
40.8,1,3,1,19.99,200,8,1,0,0,0,1
47.5,1,3,1,48.0,400,5,0,0,1,1,2
46.79,1,3,1,38.078,231,7,1,0,0,0,2
49.74,1,3,1,75.2,330,8,1,0,0,0,1
42.88,1,3,1,60.89,340,6,1,0,0,1,2
40.0,1,3,1,0.5,120,9,1,1,0,0,2
43.97,1,3,1,8.97,200,9,1,0,0,0,1
42.349,1,3,1,11.67,200,9,1,0,0,0,0
47.7,1,3,1,25.5,265,8,0,0,1,1,2
49.99,1,3,1,36.9,204,8,1,0,1,1,2
42.9,1,3,1,6.0,169,10,0,0,0,0,2
43.78,1,3,1,75.07300000000001,245,7,0,0,0,0,2
43.99,1,3,1,38.0,190,8,1,0,0,0,0
41.99,1,3,1,9.9,150,10,1,0,0,0,0
42.79,1,3,1,78.81,340,5,1,0,0,1,2
42.349,1,3,1,25.988000000000003,286,9,1,0,0,0,0
42.95,1,3,1,50.0,194,7,1,0,0,0,1
42.419,1,3,1,19.54,204,8,0,0,0,1,2
42.55,1,3,1,11.9,218,9,2,0,0,0,2
52.95,1,3,1,29.061,204,9,1,0,0,0,2
53.98,1,3,1,42.655,245,8,1,0,0,0,2
50.98,1,3,1,4.99,252,9,0,0,0,0,2
56.45,1,3,1,18.176,265,9,0,0,0,0,2
54.2,1,3,1,3.45,204,9,2,0,0,0,1
51.98,1,3,1,7.99,252,9,0,0,0,0,2
50.95,1,3,1,14.864,204,9,1,0,0,0,1
55.88,1,3,1,11.116,340,9,0,0,0,0,0
53.98,1,3,1,0.01,218,10,2,0,0,0,2
63.89,1,3,1,3.2710000000000004,204,10,1,0,0,0,2
51.89,1,3,1,21.268,265,9,0,0,0,0,2
56.568999999999996,1,3,1,30.0,390,8,0,0,0,0,0
58.379,1,3,1,19.114,476,6,0,0,0,1,1
51.379,1,3,1,40.0,340,7,1,0,0,0,1
63.89,1,3,1,1.4,204,10,1,0,0,0,2
62.87,1,3,1,50.667,349,7,1,0,0,0,2
56.379,1,3,1,18.703,330,7,1,0,0,0,0
61.87,1,3,1,6.597,320,10,0,0,0,0,0
57.99,1,3,1,9.709,230,9,0,0,0,0,1
63.89,1,3,1,75.55,450,6,0,0,0,0,2
67.88,1,3,1,52.784,344,8,1,0,0,0,1
56.97,1,3,1,31.639,421,7,0,0,0,1,2
73.95,1,3,1,27.6,450,6,0,0,0,0,1
59.729,1,3,1,40.0,367,8,0,0,0,0,1
69.5,1,3,1,4.99,320,10,0,0,0,0,0
67.99,1,3,1,25.49,374,9,0,0,0,0,0
69.899,1,3,1,19.5,450,6,0,0,0,1,1
65.94,1,3,1,54.8,450,6,0,0,0,0,1
59.479,1,3,1,55.0,367,8,0,0,0,0,1
62.498999999999995,1,3,1,12.5,197,9,1,0,0,0,2
54.898999999999994,1,3,1,38.836999999999996,330,7,1,0,0,0,1
54.977,1,3,1,11.2,286,8,1,0,0,0,1
59.35,1,3,1,6.8389999999999995,253,9,2,0,0,0,1
67.9,1,3,1,9.79,374,9,0,0,0,0,0
68.99,1,3,1,12.89,340,9,1,0,0,0,0
58.9,1,3,1,4.3,360,10,2,0,0,0,2
52.998999999999995,1,3,1,23.5,265,9,0,0,1,1,2
58.49,1,3,1,73.5,450,5,0,0,0,1,2
67.9,1,3,1,75.315,239,6,1,0,0,1,2
63.96,1,3,1,122.164,450,7,0,0,0,0,1
69.99,1,3,1,15.0,341,10,1,0,0,0,2
62.9,1,3,1,14.6,340,9,1,0,0,0,0
55.816,1,3,1,12.45,163,6,1,1,0,0,2
62.9,1,3,1,12.0,340,9,1,0,0,0,0
65.96,1,3,1,86.913,450,6,0,0,0,0,1
72.89,1,3,1,15.450999999999999,355,9,1,0,0,0,1
65.96,1,3,1,78.10300000000001,450,6,0,0,0,0,1
55.55,1,3,1,69.999,349,6,1,0,0,0,0
60.8,1,3,1,14.6,340,9,1,0,0,0,1
57.9,1,3,1,14.0,204,9,1,0,1,1,2
59.9,1,3,1,84.1,190,5,1,0,0,0,1
56.69,1,3,1,41.0,239,7,1,0,1,0,2
64.89,1,3,1,18.8,237,9,1,0,1,0,2
53.8,1,3,1,89.21700000000001,585,3,0,0,0,1,1
50.68899999999999,1,3,1,16.566,204,9,1,0,0,0,2
50.99,1,3,1,127.56700000000001,560,1,0,0,0,0,2
55.849,1,3,1,16.345,204,9,1,0,0,0,2
61.4,1,3,1,18.0,245,9,1,0,1,0,2
56.498999999999995,1,3,1,23.561,204,9,1,0,0,0,2
52.995,1,3,1,11.9,200,10,1,0,0,0,0
73.2,1,3,1,81.75,605,5,0,0,1,0,2
56.9,1,3,1,33.0,163,7,1,0,1,0,2
53.9,1,3,1,39.5,299,8,2,0,0,0,0
54.78,1,3,1,25.87,265,9,1,0,0,0,1
53.0,1,3,1,1.459,177,9,1,0,1,0,2
50.88,1,3,1,15.767999999999999,204,9,1,0,0,0,0
54.49,1,3,1,8.5,252,9,0,0,0,0,0
52.2,1,3,1,21.7,265,9,0,0,1,1,2
68.9,1,3,1,4.0,204,9,2,0,1,0,2
55.9,1,3,1,55.95,190,9,1,0,0,0,1
53.68,1,3,1,38.5,150,8,1,1,0,0,2
50.5,1,3,1,28.6,184,9,2,0,0,0,1
54.998999999999995,1,3,1,9.5,286,9,1,0,0,0,0
56.89,1,3,1,6.303,286,9,1,0,0,0,0
60.0,1,3,1,105.0,190,5,1,0,1,0,2
71.999,1,3,1,64.5,612,6,0,0,0,0,2
52.85,1,3,1,57.825,136,8,1,0,0,0,1
53.998999999999995,1,3,1,6.7,252,9,0,0,0,0,0
67.99,1,3,1,57.6,237,8,1,0,0,0,1
59.478,1,3,1,58.35,190,8,1,0,0,0,1
53.7,1,3,1,5.1,252,9,0,0,0,0,0
50.95,1,3,1,7.421,204,9,1,0,0,0,1
55.7,1,3,1,75.6,190,4,1,0,1,0,2
53.494,1,3,1,59.326,450,5,0,0,0,2,2
56.95,1,3,1,31.7,286,9,1,0,0,0,2
52.69,1,3,1,28.615,204,9,1,0,0,0,2
54.89,1,3,1,9.9,200,10,1,0,0,0,0
50.998999999999995,1,3,1,26.4,252,9,0,0,0,0,0
51.88,1,3,1,27.2,190,9,1,0,0,0,1
52.95,1,3,1,50.4,286,9,1,0,0,0,0
60.98,1,3,1,33.387,367,8,2,0,0,0,2
53.9,1,3,1,25.45,204,9,1,0,0,0,1
56.9,1,3,1,20.137,390,8,0,0,0,0,1
57.69,1,3,1,4.5,204,10,1,0,0,0,2
55.88,1,3,1,15.0,190,9,1,0,0,0,1
50.95,1,3,1,59.5,435,5,0,0,1,1,2
52.9,1,3,1,22.5,286,9,1,0,1,0,2
54.5,1,3,1,10.94,190,9,1,0,0,0,1
50.431000000000004,1,3,1,20.963,204,9,1,0,0,0,2
54.847,1,3,1,62.575,349,7,1,0,0,0,2
51.769,1,3,1,14.1,200,9,1,0,0,0,0
54.85,1,3,1,52.843,190,9,1,0,0,0,1
51.98,1,3,1,13.0,194,9,2,0,0,0,0
57.49,1,3,1,1.0,190,10,1,0,0,0,0
51.96,1,3,1,6.0,150,10,1,0,0,0,2
63.888999999999996,1,3,1,18.480999999999998,265,9,0,0,0,0,2
50.9,1,3,1,36.0,286,9,1,0,0,0,0
52.9,1,3,1,14.855,150,9,1,0,0,0,1
57.0,1,3,1,86.5,560,2,0,0,1,0,2
52.61,1,3,1,5.837999999999999,197,9,1,0,0,0,2
69.0,1,3,1,31.4,237,9,1,0,1,0,2
53.99,1,3,1,35.762,286,8,1,0,0,0,0
54.99,1,3,1,177.0,605,4,0,0,0,0,2
59.98,1,3,1,27.618000000000002,367,8,2,0,0,0,2
59.9,1,3,1,29.98,204,8,1,0,1,1,2
51.9,1,3,1,27.875,265,9,1,0,0,0,1
55.9,1,3,1,18.3,286,9,1,0,0,0,1
55.347,1,3,1,40.195,340,7,0,0,0,0,2
53.48,1,3,1,44.631,340,8,0,0,0,0,2
53.89,1,3,1,5.591,292,9,2,0,0,0,0
59.3,1,3,1,105.385,190,4,1,0,0,0,1
54.978,1,3,1,5.48,280,9,0,0,0,0,0
57.85,1,3,1,37.6,340,9,1,0,0,0,1
52.89,1,3,1,63.12,510,4,0,0,0,2,2
56.88,1,3,1,23.058000000000003,292,9,2,0,0,0,1
50.49,1,3,1,9.9,200,9,1,0,0,0,0
55.43,1,3,1,5.2,204,10,0,0,0,0,2
51.85,1,3,1,33.489000000000004,245,7,0,0,0,0,1
50.68,1,3,1,12.2,204,9,1,0,0,0,2
54.5,1,3,1,13.08,190,9,1,0,0,0,1
50.99,1,3,1,99.85600000000001,400,7,1,0,0,0,1
51.9,1,3,1,6.432,265,9,1,0,0,0,1
53.9,1,3,1,35.0,190,5,1,0,1,1,2
56.9,1,3,1,11.844000000000001,390,8,0,0,0,0,1
53.99,1,3,1,85.5,235,6,1,0,0,0,2
52.9,1,3,1,22.2,286,9,1,0,0,0,0
52.9,1,3,1,22.0,286,9,1,0,0,0,0
53.96,1,3,1,6.9,211,10,1,0,0,0,0
52.949,1,3,1,14.32,286,9,1,0,0,0,0
61.5,1,3,1,15.0,204,9,1,0,1,1,2
65.99,1,3,1,62.5,239,7,1,0,0,0,2
53.8,1,3,1,12.1,292,9,2,0,0,0,0
58.99,1,3,1,114.0,612,4,0,0,0,0,2
59.96,1,3,1,49.655,349,7,1,0,0,0,1
50.8,1,3,1,16.5,265,8,0,0,1,0,2
55.998999999999995,1,3,1,7.0,184,9,2,0,0,0,0
52.949,1,3,1,19.811,286,9,1,0,0,0,0
56.9,1,3,1,22.8,421,8,0,0,0,0,1
53.13,1,3,1,24.709,190,9,1,0,0,0,1
62.42,1,3,1,7.8,204,9,1,0,0,0,0
70.5,1,3,1,3.2,400,9,0,0,1,0,2
59.99,1,3,1,35.969,340,7,0,0,0,0,2
51.4,1,3,1,40.49,194,8,2,0,0,0,1
51.7,1,3,1,24.9,252,9,0,0,0,0,0
54.85,1,3,1,50.622,190,9,1,0,0,0,1
50.58,1,3,1,10.096,258,9,0,0,0,0,1
54.946999999999996,1,3,1,18.257,245,8,1,0,0,0,2
72.8,1,3,1,27.8,237,8,1,0,1,0,2
56.9,1,3,1,15.0,197,9,1,0,0,0,0
52.9,1,3,1,8.799,204,9,0,0,0,0,1
51.5,1,3,1,112.551,349,7,1,0,0,0,2
55.8,1,3,1,40.0,286,8,1,0,1,1,2
51.45,1,3,1,5.0,150,10,0,0,0,0,2
54.903,1,3,1,2.5,190,9,0,0,0,1,0
70.999,1,3,1,9.2,510,5,0,0,0,2,0
52.9,1,3,1,23.3,340,9,1,0,0,0,1
56.9,1,3,1,14.7,340,9,1,0,0,0,0
59.9,1,3,1,0.4,286,10,1,0,1,0,2
65.98,1,3,1,22.689,344,8,1,0,0,0,2
50.998999999999995,1,3,1,9.5,252,9,0,0,0,0,0
59.911,1,3,1,9.317,265,9,0,0,0,0,2
69.98,1,3,1,5.0,400,10,0,0,1,0,2
55.49,1,3,1,1.0,190,10,1,0,0,0,0
57.48,1,3,1,14.9,204,10,1,0,0,0,0
51.248999999999995,1,3,1,13.115,204,9,1,0,0,0,2
69.499,1,3,1,50.0,510,6,0,0,1,0,2
61.55,1,3,1,3.5,204,10,1,0,0,0,2
53.99,1,3,1,4.9,190,10,1,0,0,0,1
51.445,1,3,1,9.5,200,10,1,0,0,0,1
52.99,1,3,1,101.8,286,7,1,0,0,0,2
54.9,1,3,1,50.04,367,7,0,0,0,1,1
56.28,1,3,1,21.9,190,9,1,0,0,0,1
61.589,1,3,1,8.305,265,9,0,0,0,0,2
54.442,1,3,1,15.094000000000001,204,9,1,0,0,0,2
65.0,1,3,1,85.5,560,3,0,0,1,2,2
55.388999999999996,1,3,1,9.45,190,9,1,0,0,0,2
63.448,1,3,1,29.125,367,8,2,0,0,0,2
50.99,1,3,1,0.034,204,10,1,0,0,0,2
58.45,1,3,1,4.0,204,10,1,0,0,0,2
52.848,1,3,1,53.924,340,6,0,0,0,0,2
58.706,1,3,1,4.5,204,10,1,0,0,0,1
53.8,1,3,1,51.222,340,7,1,0,0,0,2
64.447,1,3,1,8.9,204,9,1,0,0,0,0
68.88,1,3,1,8.0,292,9,2,0,0,0,0
59.9,1,3,1,9.0,204,10,2,0,0,0,0
56.99,1,3,1,51.077,367,7,0,0,0,0,0
58.946999999999996,1,3,1,37.945,349,7,1,0,0,0,2
53.89,1,3,1,13.49,252,9,0,0,0,0,2
50.88,1,3,1,5.547000000000001,265,9,0,0,0,0,0
53.79,1,3,1,14.99,252,9,0,0,0,0,2
54.88,1,3,1,13.6,265,9,0,0,0,0,0
53.55,1,3,1,115.0,400,5,1,0,0,0,0
59.995,1,3,1,54.0,349,6,1,0,0,0,2
54.34,1,3,1,50.3,390,7,0,0,0,1,1
54.85,1,3,1,17.399,136,8,1,0,0,0,1
73.9,1,3,1,0.05,400,10,0,0,1,0,2
51.00899999999999,1,3,1,5.0,163,10,0,0,0,0,0
63.85,1,3,1,29.428,237,8,1,0,0,0,1
53.49,1,3,1,9.0,204,10,0,0,0,0,0
53.273,1,3,1,20.171,204,9,1,0,0,0,2
57.69,1,3,1,7.5,204,9,1,0,0,0,2
66.747,1,3,1,43.379,344,8,1,0,0,0,2
60.97,1,3,1,43.751000000000005,367,8,2,0,0,0,0
72.9,1,3,1,64.1,450,6,0,0,0,1,1
59.5,1,3,1,3.0,306,9,0,0,0,0,1
66.982,1,3,1,15.748,340,9,0,0,0,0,0
56.98,1,3,1,6.5,204,9,0,0,0,0,2
75.0,1,3,1,36.815,190,8,1,0,1,1,2
63.763999999999996,1,3,1,37.793,340,8,0,0,0,1,2
53.99,1,3,1,1.0,184,10,0,0,0,0,0
55.85,1,3,1,13.979000000000001,136,8,1,0,0,0,1
53.89,1,3,1,12.9,286,9,1,0,0,0,1
51.88,1,3,1,20.586,204,9,1,0,0,0,0
56.488,1,3,1,7.5,194,8,1,0,0,0,2
52.82,1,3,1,39.4,245,8,1,0,0,0,0
86.99700000000001,1,3,1,79.0,736,4,0,0,0,0,0
84.9,1,3,1,17.359,237,8,1,0,0,1,1
86.89,1,3,1,9.0,286,10,1,0,0,0,2
86.88,1,3,1,14.5,450,9,0,0,0,0,2
93.64,1,3,1,2.0,450,10,0,0,0,0,2
77.77,1,3,1,28.823,450,7,0,0,0,0,1
92.8,1,3,1,4.4,450,9,0,0,1,0,2
80.3,1,3,1,25.0,450,8,0,0,0,0,0
99.95,1,3,1,1.15,450,9,0,0,0,0,0
93.9,1,3,1,18.1,476,8,2,0,0,0,2
99.9,1,3,1,12.6,476,8,2,0,0,0,2
97.9,1,3,1,12.5,476,9,2,0,0,0,2
82.99,1,3,1,50.0,605,4,0,0,1,1,2
81.22,1,3,1,3.0,245,10,1,0,0,0,0
83.5,1,3,1,47.8,237,8,1,0,1,1,2
79.96,1,3,1,44.00899999999999,612,6,0,0,0,0,1
87.0,1,3,1,23.2,239,7,1,0,1,0,2
91.69,1,3,1,37.9,510,7,0,0,1,0,2
76.88,1,3,1,36.8,237,9,1,0,0,0,1
80.99,1,3,1,25.659000000000002,435,9,0,0,0,0,0
78.135,1,3,1,6.0,265,10,0,0,0,0,2
84.79,1,3,1,37.5,510,7,0,0,0,0,2
84.78,1,3,1,41.052,435,8,0,0,0,0,1
77.0,1,3,1,59.0,612,6,0,0,0,0,2
85.68799999999999,1,3,1,63.0,462,5,2,0,0,0,2
95.88,1,3,1,4.9,450,10,0,0,0,0,0
81.5,1,3,1,1.0,400,9,0,0,1,0,2
75.565,1,3,1,0.4,170,10,1,0,0,0,1
75.2,1,3,1,23.8,340,9,1,0,0,0,1
99.999,1,3,1,68.237,200,8,1,0,0,0,0
83.9,1,3,1,10.9,237,9,1,0,0,0,1
84.699,1,3,1,7.4,237,9,1,0,0,0,1
98.89,1,3,1,62.0,549,6,0,0,0,0,0
77.9,1,3,1,18.628,204,9,2,0,0,1,1
89.5,1,3,1,52.8,460,6,0,0,1,1,2
92.29,1,3,1,26.3,476,9,2,0,0,0,0
77.99,1,3,1,1.0,286,10,1,0,0,0,0
78.9,1,3,1,9.0,408,10,0,0,0,0,0
86.9,1,3,1,23.3,476,8,2,0,0,0,2
82.499,1,3,1,9.9,235,9,1,0,0,0,2
97.95,1,3,1,6.152,571,7,0,0,0,1,1
80.68,1,3,1,0.1,286,10,1,0,0,0,1
81.95,1,3,1,6.5,286,10,1,0,0,0,2
77.9,1,3,1,3.7,344,8,1,0,0,0,1
77.9,1,3,1,4.948,408,10,0,0,0,0,0
76.9,1,3,1,9.0,408,10,0,0,0,0,0
84.89,1,3,1,31.767,450,7,0,0,0,0,2
88.99,1,3,1,6.877000000000001,435,9,0,0,0,1,0
76.9,1,3,1,9.0,408,10,0,0,0,0,0
88.7,1,3,1,3.0,237,10,1,0,0,0,1
76.9,1,3,1,14.0,408,10,0,0,0,0,0
92.68,1,3,1,1.5,340,10,1,0,0,0,1
80.68,1,3,1,0.1,286,10,1,0,0,0,1
89.98,1,3,1,12.444,450,9,0,0,0,0,2
75.0,1,3,1,73.5,344,8,1,0,1,0,2
79.97,1,3,1,3.97,204,10,2,0,0,0,1
86.8,1,3,1,8.0,237,9,1,0,0,0,1
82.947,1,3,1,30.016,344,8,1,0,0,0,2
99.95,1,3,1,21.0,460,6,0,0,0,0,2
82.49799999999999,1,3,1,14.9,340,10,1,0,0,0,1
93.88,1,3,1,8.0,450,9,0,0,0,0,1
89.9,1,3,1,4.2,476,9,2,0,0,0,0
89.79,1,3,1,16.3,476,9,2,0,0,0,0
79.76899999999999,1,3,1,8.0,408,9,0,0,0,0,1
92.65,1,3,1,8.996,476,9,2,0,0,0,2
76.9,1,3,1,0.05,333,10,0,0,0,0,2
84.0,1,3,1,26.134,476,8,2,0,0,0,2
84.64,1,3,1,5.0,341,10,1,0,0,0,0
99.69,1,3,1,26.6,571,8,2,0,0,0,0
95.9,1,3,1,47.0,460,6,0,0,0,0,2
96.8,1,3,1,7.354,476,9,2,0,0,0,0
79.45,1,3,1,9.4,341,10,1,0,0,0,1
86.54,1,3,1,4.94,450,9,0,0,0,0,2
77.68,1,3,1,0.1,340,10,1,0,0,0,1
96.8,1,3,1,7.354,381,9,2,0,0,0,0
77.75,1,3,1,1.8,190,8,1,0,0,0,1
95.9,1,3,1,33.6,441,6,0,0,0,0,0
78.89,1,3,1,0.1,374,10,2,0,0,0,2
82.48,1,3,1,0.25,408,9,0,0,0,0,1
