City,Brand,Body,Price[1000Eur],1000Km,Power[HP],Year,Gas,Transmission,Seller,Owners,Warranty,URL
münchen,bmw,kombi,78.890,0.1,340,2023,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-340-m340d-xdrive-touring-sportpaket-head-up-hk-hifi-diesel-grau-cc2a47bb-3e5e-4c65-8ed4-4618a262fb5d
münchen,bmw,kombi,75.200,23.8,340,2022,Diesel,Automatik,Händler,1,24 Monate,https://www.autoscout24.de/angebote/bmw-540-d-xdrive-touring-laserlicht-sportpaket-pro-diesel-eeddf14e-19ae-487d-8318-b545f27534db
münchen,bmw,kombi,77.990,1.0,286,2023,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-530-d-a-xdrive-tou-automatic-ahk-driving-assist-p-diesel-grau-3c3bcabc-73fc-417b-8a2a-b63bc274558c
münchen,bmw,kombi,92.680,1.5,340,2023,Diesel,Automatik,Händler,1,36 Monate,https://www.autoscout24.de/angebote/bmw-540-d-xdrive-tou-m-paket-pano-head-up-standheizg-diesel-schwarz-717222be-e3b3-45c3-99c8-2109ed68f122
münchen,bmw,kombi,80.680,0.1,286,2023,Diesel,Automatik,Händler,1,36 Monate,https://www.autoscout24.de/angebote/bmw-530-d-xdrive-touring-panorama-standheizg-ahk-head-diesel-grau-216d4626-afc1-49c4-b39a-de00e38f4f27
münchen,bmw,kombi,80.680,0.1,286,2023,Diesel,Automatik,Händler,1,36 Monate,https://www.autoscout24.de/angebote/bmw-530-d-xdrive-touring-head-up-harman-laser-ahk-diesel-schwarz-9d09228d-5967-482b-ad12-f94952a8a9f5
münchen,bmw,kombi,80.680,0.1,286,2023,Diesel,Automatik,Händler,1,36 Monate,https://www.autoscout24.de/angebote/bmw-530-d-xdrive-tou-panorama-standheizg-ahk-head-up-diesel-grau-78a50f82-c3dd-4e31-8249-782ebff1efea
münchen,bmw,kombi,77.680,0.1,340,2023,Diesel,Automatik,Händler,1,36 Monate,https://www.autoscout24.de/angebote/bmw-340-md-xdrive-touring-hud-parkass-sth-led-kam-diesel-grau-bcd37ee5-98c2-42aa-96d0-c0e3229a3e6a
münchen,bmw,kombi,77.680,0.1,340,2023,Diesel,Automatik,Händler,1,36 Monate,https://www.autoscout24.de/angebote/bmw-340-md-xdrive-touring-hud-parkass-sth-led-kam-diesel-schwarz-5421ee6b-489e-4cf2-b355-1193e1afd4b9
münchen,bmw,kombi,76.900,0.05,333,2023,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-540-i-xdrive-m-sport-899-mtl-rate-ohne-anzahl-benzin-grau-fad7dc24-8f95-4511-bd13-02ad71ed0c72
münchen,bmw,kombi,85.880,1.001,340,2023,Diesel,Automatik,Händler,1,36 Monate,https://www.autoscout24.de/angebote/bmw-540-d-xdrive-touring-m-sport-individual-voll-diesel-7292e5d3-a12e-4055-a1fd-edf657829bab
münchen,bmw,kombi,76.570,0.005,340,2023,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-340-m340d-xdrive-touring-hud-ahk-acc-gsd-rfk-diesel-schwarz-ae85e628-7ad3-4a5b-b4b4-726b4e139c70
münchen,bmw,kombi,78.890,0.1,374,2023,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-340-m340i-xdrive-touring-m-sport-pro-pano-led-standhzg-elektro-benzin-schwarz-f4ce6e98-8ff8-4536-a0ad-81e086f99f81
münchen,bmw,kombi,84.490,0.1,333,2023,Elektro/Benzin,-,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-540-i-xdrive-touring-m-sport-pro-laser-standhzg-ahk-elektro-benzin-schwarz-625bfeef-1d7d-461d-9e84-9c31ad31173a
münchen,bmw,kombi,91.110,0.005,340,2023,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-540-d-xdrive-touring-m-sport-hud-ahk-laser-diesel-schwarz-5374ba16-80fa-4fc8-8079-6b6ca51f4364
münchen,bmw,kombi,96.000,8.0,510,2023,Benzin,Automatik,Privat,1,nan,https://www.autoscout24.de/angebote/bmw-m3-m3-competition-touring-m-xdrive-vorvertrag-benzin-grau-05640b68-86fc-493d-8cd3-5f56f21f708f
münchen,bmw,kombi,99.999,9.999,116,2021,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-216-216d-active-tourer-aut-m-sport-diesel-braun-6ee813ab-02e0-4be6-bf9d-facc1f392a19
münchen,bmw,limousine,4.990,24.401,136,2021,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-118-118i-luxury-line-benzin-weiss-18a96120-48df-42f5-8599-ebeb8881bb92
münchen,bmw,limousine,9.500,108.4,136,2014,Benzin,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-116-116i-benzin-weiss-fa442269-c010-46a4-9bf9-12852f323872
münchen,bmw,limousine,9.999,243.849,218,2013,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-125-baureihe-1-lim-125d-automatic-euro-5-diesel-weiss-511e4c96-0ba6-4ccb-97de-4d99d16df955
münchen,bmw,limousine,10.000,179.0,116,2014,Diesel,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-316-316d-sport-line-diesel-weiss-ef47df08-c213-433f-860f-60cd94b9acc5
münchen,bmw,limousine,9.900,115.0,136,2013,Benzin,Schaltgetriebe,Händler,,Ja,https://www.autoscout24.de/angebote/bmw-116-1-lim-5-trg-116i-pdc-klima-sitzheizung-benzin-schwarz-1c19027b-39da-46d6-80d9-06118059357d
münchen,bmw,limousine,9.999,180.745,184,2014,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-120-d-xdrive-xenon-navi-dab-leder-sd-diesel-blau-f151afc1-c433-4c30-888c-18c9784f2c5e
münchen,bmw,limousine,8.500,220.265,116,2013,Diesel,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-316-316d-diesel-schwarz-9bce6d2e-fe62-46c8-a99d-0a4670a89461
münchen,bmw,limousine,8.500,154.518,136,2014,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-116-116i-benzin-blau-9e9f8ce1-ffff-4b5d-8fab-cf5a19059fcd
münchen,bmw,limousine,9.300,226.23,184,2013,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-120-d-urban-line-navi-tempomat-sitzheizung-euro5-diesel-schwarz-000bebe8-c0e8-4d1c-994e-e3559ffa46aa
münchen,bmw,limousine,9.500,64.0,102,2014,Ethanol,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-114-114i-urban-line-ethanol-orange-2b6f3153-de74-4ca1-bbf7-53937c3cb295
münchen,bmw,limousine,9.350,140.0,136,2014,Benzin,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-116-i-2-hd-klima-140-000-km-8-fach-benzin-schwarz-bdeeca34-1011-4b47-888f-485942861fd9
münchen,bmw,limousine,7.500,170.248,136,2014,Benzin,Schaltgetriebe,Privat,1,nan,https://www.autoscout24.de/angebote/bmw-116-116i-benzin-schwarz-400ca030-9dbd-4aa6-bbb3-d5a2091adb78
münchen,bmw,limousine,9.350,144.0,143,2013,Diesel,Schaltgetriebe,Privat,3,nan,https://www.autoscout24.de/angebote/bmw-118-118d-diesel-schwarz-f4dbfb80-4a1f-43fa-b837-fbaa8941bd5c
münchen,bmw,limousine,10.000,140.5,116,2013,Diesel,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-116-1er-116d-sport-line-diesel-schwarz-399895b8-8f5a-4e21-89b2-be03b2ffee88
münchen,bmw,limousine,10.000,340.0,258,2013,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-530-530d-gran-turismo-diesel-schwarz-89f906f8-bfb4-4788-b421-e93408649b05
münchen,bmw,limousine,8.900,178.0,116,2014,Diesel,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-116-116d-m-sportpaket-diesel-grau-4cc2821a-33ad-4013-8c72-4e3685f94a07
münchen,bmw,limousine,8.500,165.0,102,2014,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-114-114i-benzin-schwarz-56133212-536f-4c9d-b1b7-a1a1a051474a
münchen,bmw,limousine,8.650,179.4,95,2013,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-114-d-lim-1-hand-euro-5-pdc-tempomat-diesel-weiss-0ad42818-2375-4d85-b5f8-e7019971e4ba
münchen,bmw,limousine,9.999,204.0,116,2015,Diesel,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-116-116ed-diesel-schwarz-3fa65239-fe31-4ca1-a341-dea2b2f2ae8c
münchen,bmw,limousine,8.400,138.0,95,2015,Diesel,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-114-114d-diesel-schwarz-84a0ddd0-49f5-4ac9-9d4a-83ccab270fb1
münchen,bmw,limousine,9.995,79.97,136,2013,Benzin,Schaltgetriebe,Privat,3,nan,https://www.autoscout24.de/angebote/bmw-116-116i-sport-line-benzin-grau-b65f39cb-9cb4-418c-94e2-8955c648881b
münchen,bmw,limousine,9.400,93.7,136,2014,Benzin,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-116-116i-benzin-schwarz-97d4235a-c644-49bc-aeb8-76834dc291b6
münchen,bmw,limousine,13.290,172.195,184,2014,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-x1-xdrive20d-sport-pano-navi-xenon-2-0-l-135-kw-1-diesel-silber-3e9481e4-72b1-4da8-b5bb-efaea73e00af
münchen,bmw,limousine,14.950,93.85,150,2019,Diesel,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-118-d-navigation-tempomat-shz-pdc-led-diesel-schwarz-1ad2aa26-9336-4934-b925-609384882e8b
münchen,bmw,limousine,11.990,99.7,116,2014,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-116-baureihe-lim-efficientdynamics-ed-diesel-schwarz-ca841da0-2aab-4ee9-a086-8d8486dd65b9
münchen,bmw,limousine,12.900,101.326,184,2013,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-120-d-xdrive-leder-xenon-el-gsd-pdc-diesel-weiss-351fa6d0-b975-4fe9-ba6a-aaa779a63631
münchen,bmw,limousine,12.950,157.23,218,2013,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-125-d-m-sportpaket-automatik-bi-xenon-leder-2-pdc-diesel-weiss-c14b762f-8b63-402c-b93a-e87f1f3a531b
münchen,bmw,limousine,13.990,195.0,184,2014,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-320-320d-xdrive-gt-sport-aut-sport-line-diesel-schwarz-c32a0fea-fcef-4c31-8504-17a6d77abd32
münchen,bmw,limousine,14.999,192.5,184,2013,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-d-lim-aut-el-gsd-leder-navi-p-xenon-ahk-diesel-schwarz-77893d19-671e-49fa-b0e3-f4270230ccc3
münchen,bmw,limousine,14.200,77.459,150,2015,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-218-d-active-tourer-ahk-navi-bmw-sch-heftgepflegt-diesel-schwarz-a8c40d72-63b1-4493-b119-d807d75475eb
münchen,bmw,limousine,14.000,190.0,184,2014,Diesel,Automatik,Privat,3,nan,https://www.autoscout24.de/angebote/bmw-520-520da-schaltwippen-stdhz-hud-schiebedach-diesel-schwarz-1e10b45c-f317-4552-849d-44043342e0c6
münchen,bmw,limousine,13.900,112.582,184,2013,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-120-d-xdrive-sport-line-5-tuer-navi-8-fach-alu-diesel-grau-58cfc2e5-f0a0-437f-89f1-e0b1fc8e25fb
münchen,bmw,limousine,14.500,74.3,170,2014,Elektro/Benzin,-,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-i3-rex-12m-garantie-kamera-navi-climatronic-elektro-benzin-grau-276dad0e-88ca-4ff4-8903-fe4b6eb71357
münchen,bmw,limousine,15.000,180.0,184,2013,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-320-d-lim-f30-diesel-blau-450d9d0d-2da3-4d66-bb67-f520e2eb9c0d
münchen,bmw,limousine,13.499,129.0,136,2016,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-118-benzin-weiss-4df9ebac-98ce-422c-9065-184641733dd5
münchen,bmw,limousine,13.900,61.0,109,2016,Benzin,Schaltgetriebe,Privat,1,nan,https://www.autoscout24.de/angebote/bmw-116-advantage-benzin-schwarz-36637ff3-b18e-46e2-9331-2244d60e02b4
münchen,bmw,limousine,11.400,193.7,116,2014,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-316-316d-limousine-2-hand-diesel-schwarz-a02af3c9-6030-438d-bf2e-19a070a31959
münchen,bmw,limousine,14.000,232.0,184,2013,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-320-320d-aut-modern-line-diesel-braun-1cadf3e7-b3c5-4f9c-bce0-736ba4b75f24
münchen,bmw,limousine,12.899,130.9,170,2014,Benzin,Schaltgetriebe,Privat,3,nan,https://www.autoscout24.de/angebote/bmw-118-bmw-118i-170ps-navi-ahk-xenon-sportsitze-benzin-weiss-6a50429e-49b2-47a9-98bb-d3dc4dccf7bd
münchen,bmw,limousine,13.850,205.0,218,2013,Diesel,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-525-525d-diesel-schwarz-f8c4150f-c849-47a5-abf3-2db746954825
münchen,bmw,limousine,13.800,86.344,116,2013,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-116-1-lim-5-trg-116d-bi-xenon-sitzheizung-automatik-diesel-grau-8a72865f-acad-4f46-ac1b-e31acbecbfc7
münchen,bmw,limousine,13.250,107.0,116,2016,Diesel,Schaltgetriebe,Händler,,nan,https://www.autoscout24.de/angebote/bmw-116-d-hu-neu-navi-shz-8-fach-ber-diesel-schwarz-fed00eb4-1322-45fb-b5c4-6fcd2202ee25
münchen,bmw,limousine,12.600,107.0,116,2015,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-116-d-advantage-lim-5-trg-diesel-schwarz-a007a0bc-5d3b-4591-8995-7039aa8aee0b
münchen,bmw,limousine,10.899,150.25,143,2013,Diesel,Automatik,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-118-d-5-trg-navi-el-gsd-tempomat-shz-pdc-diesel-schwarz-cc12bc5f-086f-42e2-a6d5-08094decca92
münchen,bmw,limousine,14.990,106.0,170,2014,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-118-i-m-paket-xenon-alcantara-benzin-blau-5a2364f4-3099-4c38-9922-e403cc6d4709
münchen,bmw,limousine,14.500,106.0,150,2015,Diesel,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-118-118d-aut-sport-line-diesel-rot-6351d48c-3ad9-4e89-aeaa-acaeea7c810c
münchen,bmw,limousine,13.999,100.0,136,2016,Benzin,Schaltgetriebe,Händler,3,Ja,https://www.autoscout24.de/angebote/bmw-118-i-m-sportpaket-navi-shz-pdc-estorilblau-led-benzin-blau-41d2622b-b85b-4dc1-8f9b-fe9b18baf8ba
münchen,bmw,limousine,12.900,96.5,136,2015,Benzin,Schaltgetriebe,Privat,1,nan,https://www.autoscout24.de/angebote/bmw-116-116i-advantage-benzin-weiss-99c9fd7a-dbc3-4626-bcf6-1c409347be43
münchen,bmw,limousine,12.300,294.089,184,2013,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-520-d-gran-turismo-f07-diesel-weiss-ef6e2e73-d222-4e78-b0a9-596261a08ae9
münchen,bmw,limousine,13.000,197.0,136,2014,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-116-i-lim-5-trg-f20-benzin-weiss-dfd3c73d-a243-4902-b6ef-def3d4560121
münchen,bmw,limousine,14.500,131.241,143,2014,Diesel,Automatik,Privat,1,nan,https://www.autoscout24.de/angebote/bmw-118-118d-aut-sport-line-diesel-weiss-795b1f67-f771-4a3a-a675-d54bf4f4f782
münchen,bmw,limousine,14.999,118.0,163,2013,Diesel,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-320-320d-efficient-dynamic-edition-diesel-silber-a79912b0-91a1-4bd4-af56-c213d1c2c257
münchen,bmw,limousine,13.799,127.0,116,2015,Diesel,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-116-116d-5p-sport-tuev-bis-2025-diesel-schwarz-767f01e4-b0ff-4c6a-a6a5-df9413ca8304
münchen,bmw,limousine,14.900,141.0,184,2014,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-320-320i-gt-modern-line-benzin-grau-3bc0b02f-1695-4922-93c1-161bd10fd386
münchen,bmw,limousine,14.980,198.4,150,2016,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-318-baureihe-3-lim-318d-advantage-diesel-rot-c764c7b4-a6a1-487d-abde-87105d906708
münchen,bmw,limousine,10.380,140.103,136,2015,Benzin,Schaltgetriebe,Händler,,nan,https://www.autoscout24.de/angebote/bmw-116-i-lim-5-trg-f20-benzin-weiss-2f82b640-12a9-4bd6-bf9c-d292c6657c5d
münchen,bmw,limousine,11.990,149.0,184,2014,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-120-120d-aut-diesel-braun-46b04dcf-71a1-4de1-ae52-2c9a556df098
münchen,bmw,limousine,10.750,258.0,150,2016,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-118-d-sport-line-lim-5-trg-f20-diesel-weiss-37571043-5597-4e0c-8a06-898e3634dd5e
münchen,bmw,limousine,12.500,59.0,102,2013,Benzin,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-114-114i-sport-line-benzin-weiss-11b1d9be-f875-4790-8234-8255e8d00ab9
münchen,bmw,limousine,13.100,54.03,109,2015,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-116-baureihe-1-lim-5-trg-116i-advantage-benzin-schwarz-6d74886a-b2f3-4938-81b5-eef69cd7507d
münchen,bmw,limousine,10.600,124.674,116,2014,Diesel,Schaltgetriebe,Händler,3,nan,https://www.autoscout24.de/angebote/bmw-116-d-5trg-bixenon-navi-sportline-egsd-hagelschaden-diesel-schwarz-49a31e02-1439-4bd9-a74d-96252ec46f97
münchen,bmw,limousine,12.990,192.0,190,2016,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-120-d-xdrive-sport-line-aut-navi-leder-led-diesel-grau-61c879cc-354e-4243-9bc2-b90056597070
münchen,bmw,limousine,12.700,202.703,190,2015,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-120-d-sport-line-m-tuev-insp-bremsen-neu-diesel-grau-9db73fb4-205f-4052-996d-8b81572500b6
münchen,bmw,limousine,13.820,245.0,258,2013,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-530-530d-xdrive-sport-aut-diesel-grau-a11dbeb3-bb8f-4d32-9ffe-edc048526ae4
münchen,bmw,limousine,11.499,142.342,143,2013,Diesel,Schaltgetriebe,Händler,3,nan,https://www.autoscout24.de/angebote/bmw-118-d-lim-5-trg-sport-line-bixenon-klima-shz-diesel-rot-735ce3c4-1f09-4d32-8c33-60c75dbaa391
münchen,bmw,limousine,12.950,131.25,143,2014,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-118-baureihe-1-lim-5-trg-118d-diesel-grau-a62fca19-8426-44b1-8645-b6e951d604cb
münchen,bmw,limousine,10.999,118.258,136,2013,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-116-116i-neu-tuev-bis-05-25-benzin-schwarz-66bd6ce6-2f64-42ba-876a-d62ad58b9b28
münchen,bmw,limousine,10.590,193.325,143,2014,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-118-d-5-trg-navi-shz-pdc-bi-xenon-diesel-weiss-a64b2b40-155a-485e-9c59-1fe28fc91599
münchen,bmw,limousine,13.950,129.0,136,2014,Benzin,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-116-i-m-sportpaket-18-navi-alcant-xenon-gsd-pdc-benzin-schwarz-c0abaef3-027a-4409-8082-5330d29a15b5
münchen,bmw,limousine,11.000,133.1,116,2015,Diesel,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-116-1er-116d-diesel-weiss-cb2492b1-2a57-44ac-98fc-571338840d8f
münchen,bmw,limousine,12.870,193.0,143,2014,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-318-navi-pdc-sitzheizung-diesel-schwarz-82f69523-5ee9-4df0-8def-01deeb67ffdc
münchen,bmw,limousine,12.500,99.5,109,2016,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-116-116i-mit-neuem-service-benzin-schwarz-064d4984-21f0-488f-9dd6-4b5b3783c753
münchen,bmw,limousine,11.890,254.3,218,2014,Diesel,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-325-325d-gt-diesel-blau-83a74f57-cad6-4e4e-84e4-503b10601139
münchen,bmw,limousine,12.999,148.139,116,2017,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-116-d-lim-5-trg-automatik-navi-pdc-sitzhzg-diesel-weiss-fbd7223d-4e28-403f-81e0-d7bbad209482
münchen,bmw,limousine,12.400,137.4,136,2013,Benzin,Schaltgetriebe,Händler,3,Ja,https://www.autoscout24.de/angebote/bmw-316-i-navigation-klimaautomatik-sportsitze-pdc-benzin-schwarz-fcedadc7-8615-47bd-b7b0-d88ff5252059
münchen,bmw,limousine,14.990,81.293,136,2016,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-118-118i-benzin-schwarz-174118fa-e363-442a-93e9-0e052bb59e59
münchen,bmw,limousine,14.490,56.761,109,2016,Benzin,-,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-116-i-1-5-navi-alu-sitzheizung-klimaautomatic-benzin-weiss-adaae2c7-76af-478f-99c2-f8374dd8fb30
münchen,bmw,limousine,13.500,128.0,116,2015,Diesel,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-116-bmw-116-d-lim-f20-diesel-weiss-07f130b2-1c35-4fe2-b9d3-4af07237c8f8
münchen,bmw,limousine,13.790,144.12,184,2014,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-120-5-trg-120d-m-paket-diesel-grau-477243c8-d0ec-4665-99c4-428ce3d8d3d9
münchen,bmw,limousine,11.000,143.0,136,2014,Benzin,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-116-116i-benzin-braun-d4d0f67b-f39e-46b1-9bf1-1f2e4b4b5b47
münchen,bmw,limousine,13.890,56.0,136,2015,Benzin,Automatik,Händler,3,Ja,https://www.autoscout24.de/angebote/bmw-116-116i-automatik-pdc-tempomat-euro6-benzin-rot-3bbed15e-563e-4c15-bf6b-a5a327b21a01
münchen,bmw,limousine,14.700,85.0,136,2017,Benzin,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-118-advantage-pdc-shz-ahk-klimaautomatik-sehr-gepflegt-benzin-weiss-a9f7f9bf-6c3f-436b-93af-461251bc362f
münchen,bmw,limousine,12.200,142.5,116,2016,Diesel,Schaltgetriebe,Privat,1,nan,https://www.autoscout24.de/angebote/bmw-116-116d-efficient-dynamics-diesel-schwarz-763de5d6-1734-466b-a775-6b87e049c396
münchen,bmw,limousine,15.000,86.5,136,2017,Benzin,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-118-118i-urban-line-benzin-weiss-1d86850b-043a-479c-af1f-08c26ce46660
münchen,bmw,limousine,12.900,290.0,143,2013,Diesel,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-318-318d-f30-m-sportpaket-diesel-weiss-1cae0f0c-7ea8-4345-b9e2-c53c4c390300
münchen,bmw,limousine,13.500,65.0,116,2014,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-116-116d-aut-diesel-rot-ac3b9c97-8be2-4fc4-b048-42ed4ed33050
münchen,bmw,limousine,12.000,114.0,136,2014,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-116-benzin-schwarz-784dc934-01f8-4fd4-a889-2529fbeb7bdd
münchen,bmw,limousine,11.300,197.0,184,2013,Diesel,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-320-320d-xdrive-modern-line-diesel-schwarz-c99c86c7-bf24-4658-b057-30b5a38170f7
münchen,bmw,limousine,11.000,222.222,116,2016,Diesel,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-116-116d-sport-line-diesel-weiss-89801527-aa53-4800-9070-22523b00f04e
münchen,bmw,limousine,11.300,195.9,143,2014,Diesel,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-118-d-aut--schiebedach--navi--xenon--diesel-blau-ae6371d5-3592-435c-a8d4-0f8ea8423b0f
münchen,bmw,limousine,10.590,182.0,116,2016,Diesel,Schaltgetriebe,Händler,,nan,https://www.autoscout24.de/angebote/bmw-116-d-advantage-navi-led-co2-97g-diesel-grau-3a8fc2c4-2c78-4dcf-9ffe-332995a55c0a
münchen,bmw,limousine,12.999,197.0,150,2018,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-118-d-advantage-line-1-hand-ahk-navi-shz-pdc-tempomat-diesel-blau-0881fcd7-a1d9-409d-b681-d77ea10ca13e
münchen,bmw,limousine,13.850,93.487,109,2017,Benzin,Schaltgetriebe,Händler,1,12 Monate,https://www.autoscout24.de/angebote/bmw-116-advantage-pdc-shz-tempo-benzin-grau-0a1343cd-4431-44ae-8e75-3f8ff6ee15d5
münchen,bmw,limousine,13.200,165.0,116,2016,Diesel,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/bmw-116-d-advantage-lim-5-trg-f20-diesel-weiss-e73f558e-1fe4-484f-9ba8-d6ff9159f368
münchen,bmw,limousine,14.690,97.469,109,2016,Benzin,Schaltgetriebe,Händler,3,12 Monate,https://www.autoscout24.de/angebote/bmw-116-pdc-shz-klima-cd-usb-garantie-benzin-weiss-70658905-5063-471b-be52-bb154f23d60b
münchen,bmw,limousine,10.300,136.0,136,2014,Benzin,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-116-116i-benzin-weiss-0e8cbca5-65f6-41f7-8ad0-3e255598baf0
münchen,bmw,limousine,11.990,134.784,143,2013,Diesel,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-118-118d-diesel-grau-4060510e-a286-437c-9bea-e735c1e317d6
