City,Brand,Body,Price[1000Eur],1000Km,Power[HP],Year,Gas,Transmission,Seller,Owners,Warranty,URL
münchen,volkswagen,limousine,15.870,28.93,95,2019,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-polo-1-6-tdi-highline-acc-shz-pdc-bluetooth-diesel-grau-a14847a8-e095-4573-9138-c61c8f5ca788
münchen,volkswagen,limousine,19.350,48.8,136,2017,Elektro,-,Händler,2,12 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-vii-e-navi-active-info-display-led-assistenz-p-elektro-weiss-21ea2965-968e-41cf-a299-dbb3a3935e7e
münchen,volkswagen,limousine,17.900,35.7,116,2019,Benzin,Schaltgetriebe,Privat,1,nan,https://www.autoscout24.de/angebote/volkswagen-up-up-gti-benzin-schwarz-58fc2184-4729-44de-80b0-90211af911f5
münchen,volkswagen,limousine,19.000,89.556,220,2014,Benzin,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/volkswagen-golf-gti-golf-gti-bluemotion-technology-dsg-benzin-grau-97b71acc-c610-4c33-b9d3-48569a7756d6
münchen,volkswagen,limousine,18.499,82.773,131,2019,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-lim-iq-drive-1-5tsi-dsg-navi-acc-benzin-schwarz-6c75a50b-5788-40cc-9aa9-8788bee1624d
münchen,volkswagen,limousine,19.247,29.5,95,2019,Benzin,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-dsg-highline-climatronic-bluetooth-benzin-blau-e1887808-12ab-428c-9a2f-212628953ee5
münchen,volkswagen,limousine,15.980,113.5,150,2017,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/volkswagen-passat-1-4-tsi-act-bluemotion-technology-comfortline-benzin-grau-f445120d-b395-422f-9328-d133737f79c1
münchen,volkswagen,limousine,16.990,93.005,150,2017,Diesel,Schaltgetriebe,Händler,2,12 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-standheizung-massagesitz-fahrer-diesel-silber-a8ed55b6-4dc3-4484-b890-6bd88181ec85
münchen,volkswagen,limousine,17.500,12.966,83,2021,Elektro,-,Privat,,nan,https://www.autoscout24.de/angebote/volkswagen-up-e-united-123-bl3-elektro-schwarz-6f2d349b-8ccd-4219-9999-97c5e0d35155
münchen,volkswagen,limousine,18.599,81.0,116,2019,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-lim-join-1-6tdi-dsg-led-navi-acc-kam-diesel-blau-30c96a66-289a-4b89-9968-c75d8b54c9ae
münchen,volkswagen,limousine,18.820,95.891,150,2018,Diesel,Automatik,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-vii-2-0-tdi-dsg-join-acc-fla-2xklima-navi-diesel-blau-d9536dc9-41b3-4f78-b16b-bdc6259dca1e
münchen,volkswagen,limousine,15.990,43.0,95,2019,Benzin,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-opf-highline-5-gang-shz-pdc-uvm-benzin-silber-75717030-676b-40e9-ae5c-3c1d379afc8c
münchen,volkswagen,limousine,19.800,73.25,116,2019,Benzin,Automatik,Händler,2,12 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-vii-iq-drive-1-0-tsi-assist-virtual-led-kamera-benzin-blau-f1ab5047-2af5-4b91-83ad-23f96668fb8a
münchen,volkswagen,limousine,18.950,0.05,95,2023,Benzin,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-basis-shz-led-dab-klima-benzin-grau-245ac546-a936-488e-ad0e-e40bd143c8cd
münchen,volkswagen,limousine,15.950,93.4,131,2018,Benzin,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/volkswagen-golf-golf-1-5-tsi-act-opf-bluemotion-join-benzin-weiss-6c84b803-54d7-49f7-973b-1ff5bdfa3653
münchen,volkswagen,limousine,19.880,23.631,90,2021,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-1-0-tsi-digitalcockpro-sitzheiz-pdc-led-16-benzin-silber-38a6c962-1c6a-40e7-92f6-a093992ff02f
münchen,volkswagen,limousine,18.380,19.761,116,2019,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-6-tdi-comfortline-ergoactivesitz-navi-diesel-grau-b06a0515-53be-40c3-8b68-72612fd7e4a8
münchen,volkswagen,limousine,19.990,148.5,184,2017,Diesel,Schaltgetriebe,Händler,,12 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-gtd-bmt-start-stopp-vii-lim-standheizung-garantie-diesel-silber-9ebcbca3-a5e1-44f7-b369-d83d24ba0b02
münchen,volkswagen,limousine,17.850,21.28,116,2020,Benzin,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-up-1-0-tsi-gti-5-j-gar-beats-maps-more-kamera-benzin-silber-96ddfd28-2f27-45ef-9bfd-c8735c3c4cf9
münchen,volkswagen,limousine,18.950,83.19,116,2019,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-6-tdi-dsg-comfortline-pano-ahk-led-kamera-ac-diesel-schwarz-658ee69c-2ffa-4579-8310-dcf98ffd4094
münchen,volkswagen,limousine,17.990,26.004,95,2022,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-life-led-shzg-pdc-v-h-carplay-15-lm-benzin-weiss-1706fbc2-3d8c-4b1d-8621-197c61a69889
münchen,volkswagen,limousine,16.000,95.0,105,2013,Benzin,Automatik,Privat,3,nan,https://www.autoscout24.de/angebote/volkswagen-beetle-the-1-2-tsi-design-benzin-schwarz-f5eee24c-e031-46dd-b924-994056882be9
münchen,volkswagen,limousine,17.000,92.0,150,2016,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/volkswagen-golf-2-0-tdi-bluemotion-technology-dsg-allstar-diesel-silber-2f026859-52d0-4cc6-ab25-b6e103950224
münchen,volkswagen,limousine,17.550,23.211,95,2020,Benzin,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/volkswagen-polo-1-0tsi-highline-acc-navi-dab-parkpilot-benzin-grau-b81e2082-000d-4d6f-b60b-aa291a6679b4
münchen,volkswagen,limousine,18.490,22.8,116,2019,Benzin,Automatik,Händler,2,12 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-comfortline-bmt-start-stopp-vii-lim-bq1-be2-benzin-grau-474d5c35-fff9-4e95-b994-c8bf5c13f245
münchen,volkswagen,limousine,18.899,88.41,150,2017,Benzin,Automatik,Händler,2,12 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-4-tsi-highline-dsg-clima-ahk-pano-navi-shz-benzin-silber-5c38b08f-6aa6-4eec-afee-7c14f0b1bc8a
münchen,volkswagen,limousine,18.000,130.0,184,2015,Diesel,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/volkswagen-golf-gtd-bluemotion-technology-tdi-diesel-schwarz-32911ece-b4dc-4a98-ac9d-56796e6df78a
münchen,volkswagen,limousine,19.900,108.435,150,2019,Diesel,Automatik,Händler,1,12 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-vii-2-0-tdi-dsg-comfortline-appconnect-rearview-diesel-schwarz-c137c44c-2b4b-415c-8fee-e45accd093d9
münchen,volkswagen,limousine,19.990,73.018,150,2018,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-vii-highline-r-line-1-5-tsi-act-navi-lm-led-benzin-schwarz-3008ce65-583c-4d02-8ee6-dba7cb91b273
münchen,volkswagen,limousine,17.900,104.0,95,2017,Benzin,Automatik,Händler,2,12 Monate,https://www.autoscout24.de/angebote/volkswagen-polo-highline-vi-dsg-8-fach-bereift-benzin-orange-41904430-5941-41eb-a6a4-f0c400356381
münchen,volkswagen,limousine,18.499,111.519,150,2018,Diesel,Automatik,Privat,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-2-0-tdi-4motion-bluemotion-technology-highline-diesel-schwarz-7f8cea78-304a-4b83-ab35-36d69722e8f5
münchen,volkswagen,limousine,16.990,43.602,192,2016,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-polo-v-gti-bmt-start-stopp-benzin-rot-f15c7090-e949-435a-b680-6565b80d0fa2
münchen,volkswagen,limousine,15.200,69.0,95,2018,Benzin,Automatik,Privat,1,nan,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-dsg-comfortline-benzin-schwarz-9fd7a307-a12c-4d77-9494-17d09378e6d5
münchen,volkswagen,limousine,19.670,45.583,150,2019,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-2-0-tdi-comfortline-navi-led-acc-shz-pdc-bl-diesel-weiss-ccc607cf-239a-40f4-95df-cca248c3847e
münchen,volkswagen,limousine,16.930,83.349,110,2017,Benzin,Automatik,Händler,2,12 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-1-0-tsi-comfortline-bm-aut-navi-acc-benzin-weiss-73932ff4-0271-4d0b-a9e2-51efe10d4775
münchen,volkswagen,limousine,16.550,21.114,95,2019,Benzin,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/volkswagen-polo-1-0tsi-highline-parkpilot-bluetooth-sitzhzg-benzin-rot-a4860b28-e297-43e4-a8ea-8e3c3d788ba7
münchen,volkswagen,limousine,16.990,86.0,184,2014,Diesel,Schaltgetriebe,Händler,1,60 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-vii-2-0-bmt-gtd-bixenon-navi-pano-leder-diesel-schwarz-3f16fb9c-241c-4f90-bde3-4d477fd4a005
münchen,volkswagen,limousine,15.990,35.5,110,2018,Benzin,Schaltgetriebe,Privat,3,nan,https://www.autoscout24.de/angebote/volkswagen-golf-golf-1-0-tsi-bluemotion-trendline-benzin-silber-0b18ff4b-a731-499f-8c57-94ded1656e8f
münchen,volkswagen,limousine,19.000,59.0,150,2015,Diesel,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/volkswagen-passat-2-0-tdi-bluemotion-technology-comfortline-diesel-blau-82edd61f-1a2c-4895-8c1f-9364c516f485
münchen,volkswagen,limousine,19.950,38.31,200,2019,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0-tsi-dsg-led-beats-navi-pdc-17-benzin-schwarz-782ff40c-b737-4e64-ab20-bf5ea646c78c
münchen,volkswagen,limousine,16.970,73.3,116,2018,Diesel,Schaltgetriebe,Händler,2,60 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-join-1-6-tdi-acc-klimaa-shz-pdc-navi-nebel-diesel-grau-ecd34155-f00d-44ca-8e8d-3e404b7e9e14
münchen,volkswagen,limousine,15.999,93.0,150,2015,Diesel,Schaltgetriebe,Händler,,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-lim-2-0-tdi-lounge-navi-ahk-tempomat-diesel-blau-50d0a2c9-6867-41e3-bd38-711a26927bfe
münchen,volkswagen,limousine,17.750,54.448,125,2018,Benzin,Schaltgetriebe,Händler,2,12 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-4-tsi-join-ahk-navi-rueckfahrkamera-klima-benzin-schwarz-19add2ee-88aa-43fd-81ad-4fbf0660de74
münchen,volkswagen,limousine,18.800,110.613,190,2016,Diesel,Schaltgetriebe,Händler,2,12 Monate,https://www.autoscout24.de/angebote/volkswagen-passat-2-0-tdi-highline-bm-led-navi-pdc-shz-diesel-silber-fdafd39f-0fc8-4cb3-a9dc-44fa68e9077b
münchen,volkswagen,limousine,18.950,0.05,95,2022,Benzin,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-basis-led-dab-klima-shz-benzin-grau-e24a8a14-b6ac-41b8-beba-92faab38c72b
münchen,volkswagen,limousine,17.120,83.2,150,2017,Benzin,Schaltgetriebe,Händler,,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-4-tsi-comfortline-benzin-blau-40ea0f71-94e6-43eb-9709-66ac4cbb6e94
münchen,volkswagen,limousine,19.400,72.235,150,2018,Benzin,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-1-5-tsi-highline-r-line-acc-navi-led-shz-benzin-grau-2ff24571-0088-43a3-bb55-6f4ab5dca665
münchen,volkswagen,limousine,16.980,81.286,136,2018,Elektro,-,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-e-golf-acc-ccs-navi-elektro-grau-63022784-8cef-4b2c-b3b8-7c107e324d5f
münchen,volkswagen,limousine,16.890,52.1,95,2019,Benzin,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-iq-drive-5-gang-benzin-orange-6607c5dd-dda4-4552-84a3-c0d7d215d4a0
münchen,volkswagen,limousine,18.220,21.639,95,2022,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-life-led-shzg-pdc-v-h-carplay-15-lm-benzin-weiss-0a15c7c3-c9f6-4837-99d5-b9c7083d1acc
münchen,volkswagen,limousine,19.990,31.0,90,2021,Benzin,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-viii-1-0-tsi-navi-shz-led-benzin-blau-2492c821-af44-4f48-854e-717066ff25eb
münchen,volkswagen,limousine,17.820,41.521,116,2019,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-sportsvan-join-1-0-tsi-bmt-acc-fla-lm-benzin-schwarz-f3cb6be0-b74d-48dd-a30b-2d706f76c386
münchen,volkswagen,limousine,18.750,69.5,150,2018,Benzin,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/volkswagen-golf-1-5-tsi-join-150-ps-neuer-tuev-shz-navi-acc-pdc-benzin-grau-6e96a04f-4440-4d2f-841d-1e5ea2d82e1c
münchen,volkswagen,limousine,18.900,80.0,150,2016,Benzin,Schaltgetriebe,Händler,,Ja,https://www.autoscout24.de/angebote/volkswagen-cc-1-4-bmt-navi-pdc-benzin-blau-43bc6ae9-8ae1-4e89-93ce-4ff5e9ae78ed
münchen,volkswagen,limousine,17.440,51.186,116,2019,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-6-tdi-comfortline-navi-parkpilot-sitz-diesel-grau-952719b0-90d3-4093-b608-15e0114a1954
münchen,volkswagen,limousine,19.500,77.8,150,2018,Diesel,Schaltgetriebe,Privat,,nan,https://www.autoscout24.de/angebote/volkswagen-golf-2-0-tdi-join-diesel-grau-1910650f-9eef-460c-9cb6-0df0575d4175
münchen,volkswagen,limousine,19.670,47.605,150,2019,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-2-0-tdi-comfortline-navi-led-acc-shz-pdc-bl-diesel-weiss-e37cb4a4-6121-4b93-8963-21e9287c0f54
münchen,volkswagen,limousine,18.980,39.614,116,2018,Benzin,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/volkswagen-golf-join-lim-1-0-tsi-navi-acc-85kw-116ps-benzin-weiss-581c5fe0-d9cd-4efd-b3c1-7ca6ac70e271
münchen,volkswagen,limousine,19.900,37.33,136,2018,Elektro,-,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-vii-e-golf-navi-ccs-waermepumpe-elektro-weiss-db0f7c7a-9df8-4efa-bc21-cf59e3d4714c
münchen,volkswagen,limousine,18.220,22.76,95,2022,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-life-led-shzg-pdc-v-h-carplay-15-lm-benzin-weiss-5a6fe6a6-902d-4173-8ef7-4a2e6698a9a5
münchen,volkswagen,limousine,15.210,73.88,150,2016,Diesel,Schaltgetriebe,Händler,3,nan,https://www.autoscout24.de/angebote/volkswagen-golf-5trg-lounge-bmt-navi-klimaaut-shz-fse-cd-pdc-tem-diesel-silber-a167273f-2770-40f2-8919-6acd961bccba
münchen,volkswagen,limousine,18.220,21.597,95,2022,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-life-led-shzg-pdc-v-h-carplay-15-lm-benzin-weiss-1d9bbde9-73c9-45ef-b11e-77f77a0663b3
münchen,volkswagen,limousine,18.750,4.4,82,2018,Elektro,134 km,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-e-up-elektro-schwarz-a2cdd0c3-a896-4181-a057-b64beb151071
münchen,volkswagen,limousine,18.450,19.046,116,2019,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-6-tdi-comfortline-navi-parkpilot-alu1-diesel-schwarz-fe90685e-11ed-4937-a3db-1ca1ecb02fb9
münchen,volkswagen,limousine,19.440,29.106,90,2021,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-viii-1-0-tsi-led-sitzhzg-pdc-v-h-ahk-16-alu-benzin-grau-6b47dffe-23ec-4ecb-bea0-36dd2223a234
münchen,volkswagen,limousine,18.270,49.361,150,2017,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-sportsvan-2-0-tdi-comfortline-navi-bluetoot-diesel-weiss-83901251-871d-4b94-a093-8badc7024f19
münchen,volkswagen,limousine,19.246,1.85,110,2022,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-comfortline-klimaanlage-app-connect-benzin-rot-0b2f700e-9457-4a14-8936-61f61b2d9c0c
münchen,volkswagen,limousine,17.999,96.58,131,2020,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-vii-iq-drive-bluemotion-navi-parklenkassi-benzin-grau-499e32b9-8265-49cb-a214-2545463589f8
münchen,volkswagen,limousine,18.120,49.342,116,2019,Diesel,Schaltgetriebe,Händler,3,12 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-1-6-tdi-join-acc-led-klima-navi-tempo-diesel-rot-0a45be88-f1d4-42a2-878b-19106bc96d20
münchen,volkswagen,limousine,16.490,79.281,95,2019,Benzin,Schaltgetriebe,Händler,2,12 Monate,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-join-navi-pdc-klima-navi-einparkhilfe-benzin-grau-608ebde0-f6ba-463e-90a1-f802a0472fd8
münchen,volkswagen,limousine,19.370,49.361,150,2017,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-sportsvan-2-0-tdi-comfortline-navi-ahk-blue-diesel-weiss-bad5ef16-9583-4c7f-8686-a883f462de34
münchen,volkswagen,limousine,17.950,73.94,116,2019,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-6-tdi-dsg-comfortline-acc-navi-pdc-dab-diesel-blau-b006d020-25ee-467b-9e2b-c167e500e0c9
münchen,volkswagen,limousine,19.620,80.47,150,2020,Benzin,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-viii-1-5-tsi-act-life-acc-fla-lm-led-kam-benzin-grau-636711a2-0ca2-4634-9e3b-3d5bfd5aa770
münchen,volkswagen,limousine,19.670,11.381,136,2020,Elektro,-,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-e-golf-ccs-navi-led-shz-pdc-bluetooth-elektro-weiss-6415638a-a882-47ab-a4ff-f73ebfbc6616
münchen,volkswagen,limousine,15.870,76.0,95,2018,Diesel,Schaltgetriebe,Privat,2,nan,https://www.autoscout24.de/angebote/volkswagen-polo-1-6-tdi-scr-highline-diesel-grau-610dde26-80a5-4545-aea8-c6f80ac2f9ab
münchen,volkswagen,limousine,17.900,174.587,116,2021,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-viii-lim-basis-1-hand-euro-6-diesel-weiss-8293084b-3ca3-4477-aa54-2df8298df385
münchen,volkswagen,limousine,17.999,0.05,80,2023,Benzin,Schaltgetriebe,Händler,,nan,https://www.autoscout24.de/angebote/volkswagen-polo-benzin-grau-25f35e2f-3306-4cbd-9a53-3786511b62e4
münchen,volkswagen,limousine,19.370,26.639,136,2019,Elektro,-,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-e-golf-ccs-app-connect-climatronic-navi-led-elektro-weiss-ef929e15-1396-48b5-bf1a-6f9506a3f3c9
münchen,volkswagen,limousine,19.780,25.8,136,2018,Elektro,-,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-e-golf-comfortline-led-nav-app-pdc-klima-8fach-elektro-silber-daceeb38-ab6e-4be1-b8b5-4e49150ff18f
münchen,volkswagen,limousine,19.870,27.313,136,2019,Elektro,-,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-e-golf-fahrerassistenz-waermepumpe-ccs-navi-elektro-weiss-e1147144-d428-430f-9848-f552e2b64e02
münchen,volkswagen,limousine,19.900,35.0,150,2019,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-vii-lim-comfortline-bmt-start-stopp-benzin-weiss-38d60c9e-8d7c-42a8-869b-1a8a1bab2f17
münchen,volkswagen,limousine,19.430,9.943,83,2021,Elektro,-,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-up-up-e-up-united-maps-moredock-einparkhilfe-temp-elektro-weiss-f6741534-ac6d-4327-a3a8-149deb9ec8a8
münchen,volkswagen,limousine,17.465,46.961,110,2021,Benzin,Schaltgetriebe,Händler,,nan,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-highline-klimaaut-navi-pdc-shz-benzin-weiss-9b6d4132-5fa9-4013-9017-045c520823fe
münchen,volkswagen,limousine,18.999,16.0,116,2019,Diesel,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/volkswagen-golf-1-6-tdi-scr-comfortline-pdc-shz-navi-diesel-grau-01b7cb5e-4a35-452d-99b8-e2f2eac84f0a
münchen,volkswagen,limousine,19.400,54.8,200,2019,Benzin,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-polo-vi-gti-2-0-tsi-navi-plus-led-service-neu-benzin-weiss-a7de6358-3022-42b4-bede-0bd0f94bc627
münchen,volkswagen,limousine,15.850,31.0,65,2018,Benzin,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/volkswagen-polo-comfortline-1-0-climatronic-navi-1-0-bmt-comfo-48-benzin-weiss-cdae6c8c-92ea-46d0-8da5-75a46c0f68da
münchen,volkswagen,limousine,17.840,125.044,150,2019,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-150ps-comfortline-leder-eph-sitzheizung-radio-diesel-schwarz-fbdc0720-a7d9-4e1b-ad3c-b85dbc8fdc36
münchen,volkswagen,limousine,15.790,35.35,95,2019,Benzin,Schaltgetriebe,Händler,1,12 Monate,https://www.autoscout24.de/angebote/volkswagen-polo-vi-highline-1-0-klima-led-pdc-shz-benzin-blau-348563ef-de94-4c19-a001-fcf4010f3d7f
münchen,volkswagen,limousine,19.550,7.0,116,2019,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-1-6-tdi-scr-comfortline-pdc-shz-navi-diesel-grau-c18d1b8b-fc18-450f-9c0a-b3e505c9d3a4
münchen,volkswagen,limousine,16.320,26.1,86,2018,Benzin,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-sound-tsi-ahk-acc-tempomat-lm-2xklima-pdc-benzin-schwarz-822fc7ac-bd0d-424b-8160-4109cf5cc939
münchen,volkswagen,limousine,15.930,85.195,131,2019,Erdgas,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-5-tgi-bluemotion-iq-drive-acc-app-dab-pdc-erdgas-cng-grau-568ca17c-a709-42fd-b3c1-9d2b507b241e
münchen,volkswagen,limousine,19.960,57.37,116,2020,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/volkswagen-polo-vi-1-0-tsi-highline-dsg-virtual-navi-led-ac-benzin-grau-1ff8b898-916c-4dbf-b648-4b7c4b7463b0
münchen,volkswagen,limousine,18.320,47.9,116,2020,Diesel,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-tdi-ergoactive-fahrersitz-m-massagefunktion-diesel-grau-a33ff4ed-14ec-44d8-a87e-9e3328d72eb5
münchen,volkswagen,limousine,17.999,93.0,150,2016,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-lim-2-0-tdi-dsg-allstar-navi-tempomat-diesel-silber-7107b44e-2ccb-4440-ab78-21b8d3d8c233
münchen,volkswagen,limousine,19.880,51.997,110,2021,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-viii-1-0tsi-united-nav-acc-shzg-pdc-v-h-16-benzin-schwarz-1c4aea24-2daf-495f-8668-d9397b305e4c
münchen,volkswagen,limousine,19.670,110.997,200,2019,Benzin,Automatik,Händler,1,12 Monate,https://www.autoscout24.de/angebote/volkswagen-polo-gti-2-0-tsi-dsg-pano-acc-led-navi-climatr-shz-benzin-grau-6312e687-a5d0-4190-b0d3-41ad38ecdffe
münchen,volkswagen,limousine,17.945,48.8,116,2020,Benzin,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/volkswagen-up-gti-1-0-tsi-gti-climatronic-gra-pdc-bluetooth-benzin-silber-a67eb938-1077-46f8-b44d-148fcbaa2cc7
münchen,volkswagen,limousine,17.750,57.0,110,2018,Benzin,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/volkswagen-golf-tsi-parkpilot-sitzkomfortpaket-w-paket-pdc-benzin-blau-84ebc85f-ffde-4336-9771-2fb0e2edc279
münchen,volkswagen,limousine,16.800,79.894,116,2020,Diesel,Schaltgetriebe,Händler,1,12 Monate,https://www.autoscout24.de/angebote/volkswagen-golf-vii-lim-1-6tdi-iq-drive-17-zoll-led-acc-parkpil-diesel-blau-68c4ca9b-58a2-4f62-b948-d5e811273109
münchen,volkswagen,limousine,16.770,40.342,65,2019,Benzin,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-join-parkpilot-led-carplay-bluetooth-benzin-weiss-4109d1f6-8fad-4372-b131-d29e2a2ed33b
münchen,volkswagen,limousine,18.950,59.7,150,2018,Benzin,Schaltgetriebe,Händler,2,nan,https://www.autoscout24.de/angebote/volkswagen-golf-vii-1-5-tsi-comfortline-led-navi-acc-pdc-shz-benzin-schwarz-bd844feb-b817-4021-978a-9a2b40f3d94e
münchen,volkswagen,limousine,18.220,22.401,95,2022,Benzin,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/volkswagen-polo-1-0-tsi-life-led-shzg-pdc-v-h-carplay-15-lm-benzin-weiss-5f06f028-a9c8-4dd2-8077-04d03d77057a
