City,Brand,Body,Price,1000Km,Power,Year,Gas,Transmission,Seller,Owners,Warranty,URL
münchen,bmw,kombi,24.870,102.0,190,2019,Diesel,Automatik,Privat,1,nan,https://www.autoscout24.de/angebote/bmw-320-320d-touring-xdrive-aut-m-sport-diesel-schwarz-9ed5a685-a943-44da-a254-90c975f78e64
münchen,bmw,kombi,24.900,87.546,258,2016,Diesel,Automatik,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-530-d-touring-luxury-line-headup-pano-bi-xenon-diesel-f9e47394-d327-4c11-be08-7245744a1b50
münchen,bmw,kombi,21.400,84.0,136,2017,Benzin,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-318-318i-touring-aut-m-sport-benzin-grau-7686e4c9-10e0-4319-b2bd-041e3ef9d77e
münchen,bmw,kombi,23.900,114.877,245,2015,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-528-i-touring-1-hd-individual-nightvision-headup-benzin-blau-6f55b84e-3437-4817-8e8e-6e9b5ddf7cdf
münchen,bmw,kombi,23.500,131.0,218,2015,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-525-525d-xdrive-touring-aut-diesel-schwarz-b7fa96a3-d6bb-4e6b-902a-e66cfa6f6824
münchen,bmw,kombi,24.200,24.5,224,2018,Elektro/Benzin,-,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-225-225xe-active-tourer-iperformance-s-elektro-benzin-schwarz-98d8905e-da1c-47d8-8787-af07ac9a2381
münchen,bmw,kombi,24.900,110.189,190,2020,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-g21-advantage-led-ahk-pdc-live-cockpit-plus-diesel-weiss-134f7f68-fc50-4d47-b31f-21668825ee2d
münchen,bmw,kombi,23.800,138.9,258,2013,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-530-d-a-xdrive-touring-m-sportpaket-diesel-grau-434e8acd-c71f-4d56-976c-032e92b441d2
münchen,bmw,kombi,21.980,185.542,381,2013,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-550-d-xdrive-touring-navi-bi-xenon-head-up-ahk-diesel-weiss-2b0f029f-9e33-43c2-8ea8-d0027d33f20d
münchen,bmw,kombi,21.400,97.8,184,2017,Benzin,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-320-320i-touring-aut-luxury-line-head-up-leder-sound-benzin-blau-255fae16-d392-4ce8-9e06-55ffc0a2f615
münchen,bmw,kombi,23.550,133.894,218,2015,Diesel,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-525-525d-xdrive-touring-m-sportpaket-diesel-6fc2c6d0-6a04-4fc9-a901-e4d2e8752f1a
münchen,bmw,kombi,24.990,46.7,140,2018,Benzin,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-218-i-gran-tourer-7-sitzer-navi-aut-advantage-benzin-blau-3fcb2504-ece5-4030-8934-d745d8931d5e
münchen,bmw,kombi,22.000,172.0,190,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-520-d-aut-leder-navi-led-standheizung-diesel-schwarz-45472a80-2058-488e-874d-e7e35bd4aa1c
münchen,bmw,kombi,22.999,99.327,150,2020,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-318-318d-touring-advantage-paket-business-diesel-f34c8ca5-f3e6-4745-bc04-0e3c3a5db7cf
münchen,bmw,kombi,21.390,48.154,150,2019,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-318-d-f31-advantage-led-navi-hifi-pdc-shz-diesel-silber-39821585-2ae0-4ad8-b794-7de0f33b4b27
münchen,bmw,kombi,21.450,160.463,258,2015,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-530-baureihe-5-touring-530d-xdrive-pano-navi-led-diesel-schwarz-a1a8ecd1-6a0a-48d7-9ba6-23a7738b319b
münchen,bmw,kombi,21.950,110.891,190,2016,Diesel,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-520-d-touring-m-sport-paket-m-head-up-navi-xenon-diesel-schwarz-0ae43c63-3cff-47dd-a53a-d07be82ff06c
münchen,bmw,kombi,23.900,58.0,163,2019,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-d-touring-efficient-dynamics-luxur-led-pano-diesel-silber-3d5e122d-f1a1-4f89-aca2-078177e1e22e
münchen,bmw,kombi,21.950,130.0,163,2019,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-effd-touring-aut-sport-line-navi-leder-led-diesel-weiss-21080f95-9f51-4002-b189-ef6dd3f85f55
münchen,bmw,kombi,23.900,107.0,190,2019,Diesel,Automatik,Händler,1,12 Monate,https://www.autoscout24.de/angebote/bmw-220-220d-gran-tourer-aut-navi-leder-ahk-7-sitze-led-diesel-braun-858b0b2f-3a00-4d5b-b66d-7290c0262d39
münchen,bmw,kombi,23.490,136.631,231,2017,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-525-d-touring-1-hand-navi-led-tempomat-s-heft-diesel-schwarz-d87498ee-6eae-43f8-b0a2-78e610368ef6
münchen,bmw,kombi,24.999,94.0,190,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-520-da-touring-panorama-kamera-hifi-org-94-km-diesel-blau-58d2538d-b4d4-4881-862c-05b9331560c8
münchen,bmw,kombi,24.450,169.95,190,2018,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-520-d-aut-g31-led-navi-kamera-panorama-4-zonen-diesel-89034b34-89eb-499c-8463-611c0fb5aa7f
münchen,bmw,kombi,22.890,121.697,190,2019,Diesel,Automatik,Händler,,24 Monate,https://www.autoscout24.de/angebote/bmw-320-d-touring-advantage-led-navi-klima-ahk-kamera-diesel-schwarz-21524220-0b78-4173-9a60-6aa9ca000925
münchen,bmw,kombi,24.890,100.0,190,2017,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-520-d-xdrive-automatik-ahk-led-navi-bluetooth-diesel-schwarz-86fbd6e4-c920-49b8-8d70-b31dc7d12a3c
münchen,bmw,kombi,22.999,108.0,150,2020,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-318-318d-touring-business-paket-led-diesel-b5d57dc7-f588-4bb4-abc1-5e6922a66921
münchen,bmw,kombi,20.499,45.0,150,2017,Diesel,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-318-d-touring-sport-line-led-navi-leder-shz-pdc-diesel-silber-66bd3148-e96b-4ba0-8ca9-db57fdae3722
münchen,bmw,kombi,21.900,82.0,150,2017,Diesel,Automatik,Privat,3,nan,https://www.autoscout24.de/angebote/bmw-218-218d-gran-tourer-aut-m-sport-diesel-grau-91291874-e7a7-4e8f-beaf-6f6c9b50a48b
münchen,bmw,kombi,22.999,71.0,150,2018,Diesel,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-318-318d-touring-aut-sport-line-diesel-schwarz-e62bb71f-0268-4f98-88c2-a6f8fb1d4f47
münchen,bmw,kombi,22.499,107.0,245,2013,Benzin,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-328-benzin-schwarz-a7cf6063-5d27-49a6-bac5-8ee24c58c995
münchen,bmw,kombi,24.550,189.166,190,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-520-d-tour-xdrive-aut-m-sport-naviplus-led-hud-diesel-grau-77aeaaba-c0a4-4b36-ad77-7463f45bf26a
münchen,bmw,kombi,21.980,196.969,190,2019,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-520-d-touring-xdrive-aut-led-naviprof-hud-drivea-diesel-blau-15c904e6-edff-4e41-bcc8-11ab474092c2
münchen,bmw,kombi,20.900,149.0,190,2015,Diesel,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-320-da-touring-m-sportpaket-head-up-sag-diesel-schwarz-838f6581-ba4f-4fec-b8ec-cdd1a2137e0d
münchen,bmw,kombi,24.900,69.7,150,2019,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-318-d-touring-aut-sport-line-led-navpro-pano-shz-diesel-weiss-c68b5a7b-e354-400c-894d-efecf98d5ff3
münchen,bmw,kombi,22.649,105.572,190,2019,Diesel,Schaltgetriebe,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-touring-sportline-naviprof-rfk-led-diesel-schwarz-f3f6f92a-afd7-4cca-b4c8-27afa1f0acd1
münchen,bmw,kombi,23.990,108.99,150,2020,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-318-d-touring-advantage-17-drass-rfk-navi-a-glas-diesel-weiss-6b4a623d-4d2d-4b28-ac43-b32c776f3ef8
münchen,bmw,kombi,22.225,82.2,136,2018,Benzin,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-225-xe-iperformance-active-tourer-benzin-schwarz-7e2271df-953f-4ba2-bf17-884d1b770373
münchen,bmw,kombi,20.999,106.5,192,2015,Benzin,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-220-220i-gran-tourer-sport-aut-sport-line-benzin-schwarz-d7b2c66e-b2ea-481d-876c-3b832af224a0
münchen,bmw,kombi,21.950,152.968,150,2020,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-318-d-touring-g-21-advantage-led-ahk-navi-shz-ahk-el-diesel-grau-0def937d-457a-4b33-b804-7bc6d3300c01
münchen,bmw,kombi,23.390,164.75,190,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-520-d-touring-headup-kamera-ahk-led-diesel-schwarz-1f9a4a83-075f-48da-8771-0f7b3e30dd22
münchen,bmw,kombi,24.980,67.05,190,2019,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-touring-advantage-aut-navi-sitzhzg-diesel-schwarz-153c6aa8-bbd9-4486-88fd-3b935d20450f
münchen,bmw,kombi,24.990,92.7,190,2018,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-320-d-2-0-xdrive-luxury-line-purity-steptronic-diesel-schwarz-d7615f97-6c8f-49ba-bccf-5dbbbecb7875
münchen,bmw,kombi,22.390,170.0,190,2019,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-t-g21-m-sportpaket-1-hand-live-cockpit-led-diesel-schwarz-477c464a-79ae-469d-b7de-6bc69028b71e
münchen,bmw,kombi,24.800,83.8,190,2018,Diesel,Automatik,Händler,3,12 Monate,https://www.autoscout24.de/angebote/bmw-320-dxa-sport-leder-navi-led-shz-pdc-mfl-qi-hifi-diesel-grau-3dd4d9d5-a9e8-427b-848a-0edd13328ec1
münchen,bmw,kombi,23.990,79.546,150,2020,Diesel,Automatik,Händler,1,12 Monate,https://www.autoscout24.de/angebote/bmw-318-d-touring-aut-navi-dab-led-hifi-1-hand-unfallfrei-diesel-schwarz-1520c295-ef58-437b-9041-d4e09912031b
münchen,bmw,kombi,23.320,94.0,190,2019,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-da-tour-g21-neues-modell-advant-shz-navi-pdc-diesel-schwarz-62109c5e-a9f6-44c9-99ab-ae8bbc06ace1
münchen,bmw,kombi,22.790,115.9,190,2019,Diesel,Automatik,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-touring-steptronic-led-ahk-panorama-diesel-weiss-62d52b61-7ee3-44ca-aa82-6320b3a4c5b3
münchen,bmw,kombi,24.990,121.312,190,2019,Diesel,Automatik,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-520-d-touring-aut-navi-led-ahk-tempo-s-heft-diesel-blau-d3c8eb45-69b5-4c76-8fac-e965cc7894e8
münchen,bmw,kombi,24.824,53.72,224,2019,Elektro/Benzin,-,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-225-225xe-active-tourer-leder-top-ausstattung-elektro-benzin-grau-594cdaff-6a6d-4ede-ac23-a9f152982298
münchen,bmw,kombi,24.885,110.003,150,2019,Diesel,Automatik,Händler,1,24 Monate,https://www.autoscout24.de/angebote/bmw-318-d-touring-sport-line-head-up-hk-hifi-led-rfk-diesel-schwarz-99cdf676-5776-46e0-8e68-a4d805a8c814
münchen,bmw,kombi,24.420,65.521,224,2018,Elektro/Benzin,-,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-225-225xe-active-tourer-luxury-line-pano-drive-ass-p-elektro-benzin-weiss-85dd0eca-0f4b-4293-b47e-f81c8a4f9698
münchen,bmw,kombi,24.975,58.55,150,2019,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-318-d-advantage-touring-navi-headup-led-pdcv-h-diesel-grau-462112a7-6af8-425d-9940-893570aeff61
münchen,bmw,kombi,23.998,130.0,190,2019,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-a-luxury-line-purit-kamera-leder-ahk-diesel-silber-1bfee839-69a6-4c87-b43b-95d99a914957
münchen,bmw,kombi,24.990,120.589,190,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-520-d-xdrive-aut-navi-led-ahk-sthzg-ambi-1hd-diesel-schwarz-8f63ee29-9658-481c-b86a-74bdac95aa1a
münchen,bmw,kombi,22.999,122.0,150,2021,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-318-d-touring-advantage-led-bmw-live-dab-diesel-schwarz-5b8c1a92-9ca7-4589-b740-2d72affebcdd
münchen,bmw,kombi,22.424,55.2,224,2019,Elektro/Benzin,-,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-225-225xe-active-tourer-bei-bmw-hofmann-2j-garantie-elektro-benzin-blau-0814fcab-106d-4109-8589-e173d3b438dc
münchen,bmw,kombi,22.280,37.532,140,2019,Benzin,Automatik,Händler,1,12 Monate,https://www.autoscout24.de/angebote/bmw-218-i-active-tourer-aut-advantage-navi-led-sw-dab-hifi-benzin-silber-6abacaf3-6cfb-4f17-82e2-964de2edea8f
münchen,bmw,kombi,24.900,120.527,190,2020,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-g21-sport-line-led-ahk-livecockpitplus-diesel-schwarz-414c8b04-0a26-4799-a5b4-5da437946750
münchen,bmw,kombi,20.880,69.336,136,2019,Benzin,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-318-i-f31-advantage-led-sportsitze-pdc-ahk-navi-benzin-blau-84418054-427f-46f7-8baf-29f404b6736c
münchen,bmw,kombi,21.500,107.0,150,2015,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-518-518d-touring-aut-luxury-line-diesel-schwarz-aa7c1bcf-ad9e-48aa-bc2f-522681b44009
münchen,bmw,kombi,23.550,50.214,136,2019,Benzin,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-318-ia-navi-led-parkpilot-sitzhzg-benzin-rot-5168278c-b971-43aa-914e-5664fad0003e
münchen,bmw,kombi,21.990,77.0,150,2018,Diesel,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-218-2er-gran-tourer-218d-gran-tourer-aut-sport-line-diesel-silber-50223b39-d185-48c0-994e-22936bfd5a86
münchen,bmw,kombi,23.990,83.5,190,2019,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-3touring320d-led-acc-navi-panorama-ahk-pdc-fla-diesel-schwarz-47381282-05f8-4e2c-a510-9be1d73adc2e
münchen,bmw,kombi,22.900,116.5,190,2018,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-3touring320d-m-sportpaket-led-acc-naviprof-hifi-diesel-schwarz-d995e7df-daed-44f4-ab7b-2c51fb383065
münchen,bmw,kombi,24.880,106.2,150,2019,Diesel,Automatik,Händler,,12 Monate,https://www.autoscout24.de/angebote/bmw-318-d-touring-aut-modell-g21-live-cockpit-plus-diesel-weiss-d97f2e31-d4c0-46ce-b1aa-8467468981a8
münchen,bmw,kombi,22.990,106.0,190,2019,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-3touring320d-led-acc-navprof-h-k-leder-fla-pdc-diesel-weiss-9d0a7fc8-4e53-4f6b-8e96-289c5bef6195
münchen,bmw,kombi,22.850,135.26,190,2018,Diesel,Automatik,Privat,1,nan,https://www.autoscout24.de/angebote/bmw-320-320d-touring-xdrive-aut-m-sport-diesel-schwarz-ad787ec8-e0aa-4dd0-b2b6-590dc42198be
münchen,bmw,kombi,23.450,282.0,265,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-d-xdrive-touring-sag-m-sportpaket-led-headup-diesel-schwarz-efca1b3e-190e-49a7-a3cb-e158e767d64c
münchen,bmw,kombi,26.550,62.926,190,2020,Diesel,Schaltgetriebe,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-d-head-up-navi-led-parkpilot-diesel-grau-61c67af7-101d-4c2b-a1ad-ad41b1900406
münchen,bmw,kombi,29.997,83.0,252,2017,Benzin,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-530-ix-sport-line-aut-leder-driv-park-ass-pano-benzin-blau-98598c4c-c05e-4d7c-8b20-e51bdd4fddd2
münchen,bmw,kombi,27.480,18.5,150,2020,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-318-d-touring-advantage-led-live-cockpit-navi-el-heckk-diesel-grau-0d87983c-bdb6-435b-9a29-1ab35f80f2ef
münchen,bmw,kombi,29.900,72.236,326,2017,Benzin,Automatik,Händler,3,12 Monate,https://www.autoscout24.de/angebote/bmw-340-i-3er-xdrive-sport-line-ahk-navi-klima-leder-al-benzin-weiss-0b1308d8-71ef-45b1-baf0-d97841011aa1
münchen,bmw,kombi,28.225,72.402,252,2018,Benzin,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-530-i-led-navi-kamera-fernlichtassistent-tempo-benzin-schwarz-c55aac93-58dd-4e8d-9738-e669d69ea07c
münchen,bmw,kombi,29.777,93.7,190,2020,Diesel,Automatik,Händler,1,12 Monate,https://www.autoscout24.de/angebote/bmw-520-d-touring-aut-acc-shz-rfk-pdc-led-klima-hifi-diesel-schwarz-9efd8ba9-14be-4ac8-a095-04838ca9e5de
münchen,bmw,kombi,27.975,112.75,184,2020,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-i-touring-sport-line-navi-acc-led-rfk-leder-benzin-weiss-bd1b376a-603a-4cd8-94e3-abd771095ea7
münchen,bmw,kombi,25.888,129.0,190,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-xdrive-edition-m-sport-shadow-pano-leder-diesel-weiss-56d8de98-a15a-481a-b553-8155a12197f9
münchen,bmw,kombi,27.999,104.376,190,2020,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-d-sport-line-step-led-navi-pano-live-cockpit-diesel-schwarz-775a9b23-707c-41a7-abca-95a5ab677101
münchen,bmw,kombi,25.950,171.08,265,2017,Diesel,Automatik,Privat,2,nan,https://www.autoscout24.de/angebote/bmw-530-d-xdrive-sport-line-touring-g31-diesel-schwarz-420e051c-7a89-4d30-b7a7-15328f12be3c
münchen,bmw,kombi,27.950,23.571,190,2020,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-a-touring-dab-led-navi-shz-pdc-1-hd-diesel-rot-2a40d053-38c5-4e82-a8f3-12dede3d77e0
münchen,bmw,kombi,29.950,130.25,190,2020,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-m-sport-navprof-hud-laser-ahk-360-diesel-grau-597a3cd8-b990-49c7-816f-b732893db7fc
münchen,bmw,kombi,29.900,27.45,252,2019,Benzin,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-330-i-touring-sport-line-1-hand-navi-benzin-blau-413405ef-e0a2-4da5-b34f-fc41c74670f6
münchen,bmw,kombi,28.950,114.85,190,2020,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-sport-line-navprof-hud-leder-acc-led-diesel-silber-5928e43a-f73c-45e2-b79c-0529373c399f
münchen,bmw,kombi,28.199,137.1,265,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-baureihe-5-touring-530-d-xdrive-1-hand-diesel-schwarz-5de4eadc-ca2a-498e-811e-71ff51a13fc8
münchen,bmw,kombi,28.999,83.0,190,2018,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-520-d-touring-leder-navi-sportsitze-hud-top-diesel-grau-78bdf5e6-e186-42c2-9212-c3afef1417f8
münchen,bmw,kombi,29.980,21.0,156,2021,Benzin,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-318-318i-aut-advantage-benzin-grau-cc0037bb-3983-4006-afe6-74c220a265c1
münchen,bmw,kombi,26.990,190.0,265,2017,Diesel,Automatik,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-530-baureihe-5-touring-530-d-luxury-line-tuev4-25-diesel-silber-4cd99d1e-0f03-4662-9a98-0564226a1f51
münchen,bmw,kombi,25.999,97.99,190,2020,Diesel,Schaltgetriebe,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-320d-touring-advantage-business-paket-diesel-a2131c6f-6dc6-4056-a2b2-0db9d486cee9
münchen,bmw,kombi,26.390,87.0,190,2019,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-d-t-aut-1-hand-navi-led-m-lenkrad-eu6dtemp-diesel-schwarz-a54a46a2-459b-4993-ad5f-671ca67363d1
münchen,bmw,kombi,25.990,170.0,265,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-da-xdrive-sport-line-ahk-panorama-1-hand-diesel-grau-a05d7efc-9efb-4a2b-8e19-3d020fb8c9e5
münchen,bmw,kombi,29.490,95.0,190,2017,Diesel,Automatik,Privat,,nan,https://www.autoscout24.de/angebote/bmw-520-520d-touring-sport-line-diesel-blau-ac04f4db-f038-4198-963b-9ca51c02366d
münchen,bmw,kombi,26.400,98.7,258,2017,Diesel,Automatik,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-530-d-touring-luxury-automatik-diesel-weiss-c2762f02-2654-4dc8-9406-aae1fa5126dc
münchen,bmw,kombi,25.399,145.0,190,2017,Diesel,Automatik,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-320-d-touring-xdrive-m-sport-aut-led-acc-hud-rfk-diesel-blau-caf9acce-7549-4ade-811f-b3206c849cda
münchen,bmw,kombi,28.900,38.407,184,2021,Benzin,Automatik,Händler,1,60 Monate,https://www.autoscout24.de/angebote/bmw-320-i-live-cockpit-plus-tempomat-head-up-benzin-weiss-8c85ba97-97e7-43b5-be13-bbd4d62828fb
münchen,bmw,kombi,28.890,131.798,258,2015,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-x4-xdrive30d-xenon-navi-t-leder-keyless-headup-diesel-weiss-e89355c0-50cf-4509-8477-63f45b923e9f
münchen,bmw,kombi,26.899,105.614,190,2020,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-da-sport-line-lcplus-ahk-acc-standheizung-diesel-grau-f0e7abf6-ad35-4888-98c1-0fae9dcd8a78
münchen,bmw,kombi,26.950,137.0,190,2019,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-touring-aut-sport-line-navi-leder-laser-lcp-diesel-schwarz-8fbf9762-f4c3-445a-bfc7-ab49607ac776
münchen,bmw,kombi,25.900,127.5,265,2018,Diesel,Automatik,Händler,2,Ja,https://www.autoscout24.de/angebote/bmw-530-d-xdrive-leder-navi-kamera-ahk-diesel-grau-0559e883-9ec9-42a2-8feb-825407d37db6
münchen,bmw,kombi,26.960,65.0,231,2018,Diesel,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-525-dat-sport-line-t-leder-navi-appl-wirel-parkas-diesel-grau-481ee498-9ad4-4532-ad49-98a5bd25ac80
münchen,bmw,kombi,29.500,170.098,265,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-d-xdrive-tour-aut-m-sportpaket-led-hud-softc-diesel-schwarz-4cd2549b-c03a-45dc-9f7b-753fd627af13
münchen,bmw,kombi,28.999,119.0,265,2017,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-530-d-m-sport-innovations-leder-navi-head-up-diesel-schwarz-c950beac-d895-4b44-8148-e38412ea6794
münchen,bmw,kombi,26.380,105.0,150,2020,Diesel,Automatik,Händler,1,24 Monate,https://www.autoscout24.de/angebote/bmw-318-d-touring-sport-line-aut-acc-lc-plus-da-hifi-diesel-weiss-d639fca2-c227-4c51-a0f5-464624fc6272
münchen,bmw,kombi,26.950,117.0,190,2019,Diesel,Automatik,Händler,,nan,https://www.autoscout24.de/angebote/bmw-520-d-xdrive-touring-aut-sport-line-navi-leder-diesel-grau-a53f06c5-f379-4b1f-b9a8-c14bbf85bca1
münchen,bmw,kombi,25.300,71.0,190,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-touring-luxury-line-hud-led-lhz-nav-diesel-schwarz-a3ee7b91-49d2-4058-96ac-5259ff17c58e
münchen,bmw,kombi,29.990,86.2,190,2019,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-320-tour-luxury-line-panorama-head-up-ahk-keyl-diesel-schwarz-0f121a87-cb9a-4bc9-b221-9123f89683ca
münchen,bmw,kombi,28.497,125.0,190,2018,Diesel,Automatik,Händler,1,Ja,https://www.autoscout24.de/angebote/bmw-520-d-xdrive-luxury-sag-da-pa-pano-ahk-sh-gestik-diesel-grau-6ce8c111-2656-4259-b66e-7fb2b73b610b
münchen,bmw,kombi,26.800,73.169,190,2020,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-320-d-touring-tempomat-pdc-diesel-schwarz-e00a227b-0915-47ed-a416-b3d8a720ec28
münchen,bmw,kombi,25.950,112.0,190,2018,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-520-d-touring-aut-luxury-line-navi-leder-led-hud-diesel-schwarz-bea06107-0ccb-4b70-b0bc-99bac1e9e63c
münchen,bmw,kombi,28.800,57.21,190,2017,Diesel,Schaltgetriebe,Händler,3,nan,https://www.autoscout24.de/angebote/bmw-520-d-m-sport-panorama-dab-driving-assist-diesel-schwarz-9cc82f19-cd75-4c0c-ad71-5c00fe0fb1e0
münchen,bmw,kombi,28.500,188.037,265,2020,Diesel,Automatik,Händler,1,nan,https://www.autoscout24.de/angebote/bmw-530-d-xdrive-tour-aut-lifecock-led-hud-driveass-diesel-schwarz-b4d32690-2b7e-4b96-8afc-7315dcb42dc1
münchen,bmw,kombi,27.500,127.0,190,2018,Diesel,Automatik,Händler,2,nan,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-m-sport-shadow-touring-f31n-diesel-grau-de5fbc42-ff7d-4ba6-8360-7616cbf8ddf8
